label,url,brand,name,price,skin type,skin tone,spf,concern,concern 2,concern 3,key ingredient,formulation
primer,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-photo-finish-minimize-pores-primer-8-ml/13125238/buy,Smashbox,Photo Finish Minimize Pores Primer 8 ml,₹ 990,,Light to Medium,,Oil Control,,,,Cream
primer,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-women-photo-finish-minimize-pores-primer-30-ml/12278924/buy,Smashbox,Women Photo Finish Minimize Pores Primer 30 ml,₹ 3300,Oily,Fair to Light,,,,,,Cream
primer,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-halo-healthy-glow-all-in-1-primer-with-spf-25---light-neutral/13356424/buy,Smashbox,HALO HEALTHY GLOW All in 1 Primer with SPF 25 - Light Neutral,₹ 2650,,Light to Medium,Between 15-30,,,,,Cream
primer,https://www.myntra.com/foundation-and-primer/bobbi-brown/bobbi-brown-mini-vitamin-enriched-face-base-7-ml/12097794/buy,Bobbi Brown,Mini Vitamin Enriched Face Base 7 ml,₹ 990,,Light to Medium,,Dryness,,,,Cream
primer,https://www.myntra.com/foundation-and-primer/benefit-cosmetics/benefit-cosmetics-the-porefessional-pore-primer-mini/14411410/buy,Benefit Cosmetics,The POREfessional Pore Primer Mini,₹ 1240,Normal,Light to Medium,,,,,,Gel
primer,https://www.myntra.com/foundation-and-primer/bobbi-brown/bobbi-brown-vitamin-enriched-face-base-for-normal-to-oily-skin-50-ml/9590793/buy,Bobbi Brown,Vitamin Enriched Face Base for Normal to Oily Skin 50 ml,₹ 5800,,Light to Medium,,,,,Vitamin C,Cream
primer,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-vitamin-glow-primer/12852804/buy,Smashbox,Vitamin Glow Primer,₹ 3050,Normal,Light to Medium,,,,,,Gel
primer,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-vitamin-glow-primer---travel/12852810/buy,Smashbox,Vitamin Glow Primer - Travel,₹ 1590,,Light to Medium,,,,,Vitamin E,Gel
primer,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-set-of-3-photo-phinish-primer/12852806/buy,Smashbox,Set of 3 Photo Phinish Primer,₹ 2900,Normal,Light to Medium,,,,,,Cream
primer,https://www.myntra.com/foundation-and-primer/benefit-cosmetics/benefit-cosmetics-women-the-porefessional-face-primer-22-ml/14411296/buy,Benefit Cosmetics,Women The POREfessional Face Primer 22 ml,₹ 3300,Normal,Light to Medium,,,,,,Cream
primer,https://www.myntra.com/foundation-and-primer/benefit-cosmetics/benefit-cosmetics-the-porefessional-pearl-face-primer-mini-75-ml/14411342/buy,Benefit Cosmetics,The POREfessional Pearl Face Primer Mini 7.5 ml,₹ 1240,Normal,Light to Medium,,Dullness,,,,Cream
primer,https://www.myntra.com/foundation-and-primer/benefit-cosmetics/benefits-cosmetics-that-gal-brightening-face-primer---silky-pink/14411458/buy,Benefit Cosmetics,Benefits Cosmetics That Gal Brightening Face Primer - Silky Pink,₹ 3000,Normal,Light to Medium,,,,,,Cream
primer,https://www.myntra.com/foundation-and-primer/benefit-cosmetics/benefit-cosmetics-the-porefessional-hydrate-primer/14411300/buy,Benefit Cosmetics,The POREfessional Hydrate Primer,₹ 3300,,Light to Medium,,Pore Minimizing and Blurring,,,Hyaluronic Acid,Cream
primer,https://www.myntra.com/foundation-and-primer/benefit-cosmetics/benefit-cosmetics-the-porefessional-hydrate-primer-mini/14411462/buy,Benefit Cosmetics,The POREfessional Hydrate Primer Mini,₹ 1240,,Light to Medium,,Pore Minimizing and Blurring,,,Hyaluronic Acid,Cream
primer,https://www.myntra.com/foundation-and-primer/benefit-cosmetics/benefit-cosmetics-the-porefessional-matte-rescue-gel-primer-mini-/14411298/buy,Benefit Cosmetics,The POREfessional Matte Rescue Gel Primer Mini,₹ 1240,All,Light to Medium,,Pore Minimizing and Blurring,,,,Gel
foundation,https://www.myntra.com/foundation-and-primer/maybelline/maybelline-new-york-fit-me-matteporeless-liquid-foundation---128-warm-nude-30ml/10251857/buy,Maybelline,New York Fit Me Matte+Poreless Liquid Foundation - 128 Warm Nude 30ml,₹ 466,,Light to Medium,,Oil Control,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/lakme/lakme-perfecting-liquid-foundation---natural-marble-27ml/55242/buy,Lakme,Perfecting Liquid Foundation - Natural Marble 27ml,₹ 131,,,,Dark Spots,,,Vitamin E,Liquid
foundation,https://www.myntra.com/foundation-and-primer/mac/mac-mini-studio-fix-fluid-foundation-nc20/14786520/buy,M.A.C,Mini Studio Fix Fluid Foundation NC20,₹ 1750,,,Between 15-30,Sun Protection,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/maybelline/maybelline-new-york-fit-me-matteporeless-liquid-foundation---natural-beige-220-30ml/10251873/buy,Maybelline,New York Fit Me! Matte+Poreless Liquid Foundation - Natural Beige 220 30ml,₹ 439,,Light to Medium,,Oil Control,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/loreal/loreal-paris-true-match-liquid-foundation---n1-ivory-30ml/1546332/buy,LOreal,Paris True Match Liquid Foundation - N1 Ivory 30ml,₹ 764,,,Between 15-30,Uneven Texture,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/maybelline/maybelline-new-york-fit-me-matteporeless-liquid-foundation---120-classic-ivory-30ml/10251869/buy,Maybelline,New York Fit Me Matte+Poreless Liquid Foundation - 120 Classic Ivory 30ml,₹ 439,,Fair to Light,,Oil Control,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/miss-claire/miss-claire-professional-stick-foundation---ng1/15323222/buy,Miss Claire,Professional Stick Foundation - NG1,₹ 472,All,Dark to Deep,,Acne or Blemishes,,,,Stick
foundation,https://www.myntra.com/foundation-and-primer/lakme/lakme-9-to-5-weightless-mousse-foundation---beige-vanilla-6g/4328714/buy,Lakme,9 to 5 Weightless Mousse Foundation - Beige Vanilla 6g,₹ 136,,Fair to Light,,Dark Spots,,,,Mousse
foundation,https://www.myntra.com/foundation-and-primer/mac/mac-studio-fix-powder-plus-foundation---nc40-15g/9589643/buy,M.A.C,Studio Fix Powder Plus Foundation - NC40 15g,₹ 2950,All,Fair to Light,,,,,,Powder
foundation,https://www.myntra.com/foundation-and-primer/maybelline/maybelline-new-york-fit-me-matteporeless-liquid-foundation---115-ivory-30ml/10251805/buy,Maybelline,New York Fit Me! Matte+Poreless Liquid Foundation - 115 Ivory 30ml,₹ 439,,,Between 15-30,Oil Control,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/loreal/loreal-paris-true-match-liquid-foundation---golden-beige-d3w3-30ml/1546337/buy,LOreal,Paris True Match Liquid Foundation - Golden Beige D3W3 30ml,₹ 737,,,Between 15-30,Uneven Texture,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/lakme/lakme-absolute-mattreal-skin-natural-mousse-with-spf-8---ivory-fair/55118/buy,Lakme,Absolute Mattreal Skin Natural Mousse with SPF 8 - Ivory Fair,₹ 701,,,Below 15,Brightening,,,,Mousse
foundation,https://www.myntra.com/foundation-and-primer/miss-claire/miss-claire-professional-stick-foundation---fs22/15323226/buy,Miss Claire,Professional Stick Foundation - FS22,₹ 675,All,Light to Medium,,Acne or Blemishes,,,,Stick
foundation,https://www.myntra.com/foundation-and-primer/maybelline/maybelline-new-york-super-stay-24h-full-coverage-foundation---natural-ivory-112-30ml/7638905/buy,Maybelline,New York Super Stay 24H Full Coverage Foundation - Natural Ivory 112 30ml,₹ 600,,Fair to Light,,Waterproof,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/lakme/lakme-perfecting-liquid-foundation---natural-pearl-27ml/55243/buy,Lakme,Perfecting Liquid Foundation - Natural Pearl 27ml,₹ 131,,,,Dark Circles,,,Vitamin E,Liquid
foundation,https://www.myntra.com/foundation-and-primer/estee-lauder/estee-lauder-double-wear-stay-in-place-makeup-with-spf-10---alasbater-0n1-30ml/9589803/buy,Estee Lauder,Double Wear Stay-In-Place Makeup with SPF 10 - Alasbater 0N1 30ml,₹ 3700,,,Below 15,Dark Spots,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/maybelline/maybelline-new-york-super-stay-24h-full-coverage-foundation---classic-ivory-120-30ml/7638881/buy,Maybelline,New York Super Stay 24H Full Coverage Foundation - Classic Ivory 120 30ml,₹ 600,,Fair to Light,,Waterproof,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/faces-canada/faces-canada-weightless-matte-finish-mini-foundation-beige-03-18ml/13263540/buy,FACES CANADA,Weightless Matte Finish Mini Foundation Beige 03 18ml,₹ 169,,Light to Medium,,Fine Lines and Wrinkles,,,,Cream
foundation,https://www.myntra.com/foundation-and-primer/miss-claire/miss-claire-professional-stick-foundation---626c/15323212/buy,Miss Claire,Professional Stick Foundation - 626C,₹ 472,All,Medium to Dark,,Acne or Blemishes,,,,Stick
foundation,https://www.myntra.com/foundation-and-primer/lakme/lakme-absolute-mattreal-skin-natural-mousse---golden-medium-25g/55117/buy,Lakme,Absolute Mattreal Skin Natural Mousse - Golden Medium 25g,₹ 701,,,Below 15,Brightening,,,,Mousse
foundation,https://www.myntra.com/foundation-and-primer/maybelline/maybelline-new-york-fit-me-matteporeless-liquid-foundation----310-sun-beige-18ml/8119809/buy,Maybelline,New York Fit Me Matte+Poreless Liquid Foundation - 310 Sun Beige 18ml,₹ 254,All,Light to Medium,,,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/makeup-revolution-london/makeup-revolution-london-set-of-fast-base-light-contour-stick-foundations-f-10--f-6-/14950412/buy,Makeup Revolution London,Set of Fast Base Light Contour Stick Foundations F 10 & F 6,₹ 850,,Light to Medium,,Brightening,,,,Stick
foundation,https://www.myntra.com/foundation-and-primer/maybelline/maybelline-new-york-super-stay-24h-full-coverage-foundation---warm-nude-128-30ml/7638886/buy,Maybelline,New York Super Stay 24H Full Coverage Foundation - Warm Nude 128 30ml,₹ 600,,Light to Medium,,Waterproof,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/faces-canada/faces-canada-ultime-pro-makeup-fixer/2421530/buy,FACES CANADA,Ultime Pro Makeup Fixer,₹ 486,Normal,Light to Medium,,,,,Hyaluronic Acid,Cream
foundation,https://www.myntra.com/foundation-and-primer/loreal/loreal-paris-infallible-24h-fresh-wear-foundation---golden-beige-140-30ml/8987517/buy,LOreal,Paris Infallible 24H Fresh Wear Foundation - Golden Beige 140 30ml,₹ 840,,,Between 15-30,Waterproof,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/mac/mac-mini-studio-fix-fluid-foundation---nc42/14786522/buy,M.A.C,Mini Studio Fix Fluid Foundation - NC42,₹ 1750,,Light to Medium,Between 15-30,,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/maybelline/maybelline-new-york-lasting-fix-make-up-setting-spray---matte-finish-60-ml/11178084/buy,Maybelline,New York Lasting Fix Make-Up Setting Spray - Matte Finish 60 ml,₹ 509,All,Light to Medium,,,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/lakme/lakme-9-to-5-01-rose-ivory-weightless-mousse-foundation/1142795/buy,Lakme,9 to 5 01 Rose Ivory Weightless Mousse Foundation,₹ 488,,Fair to Light,,Dark Spots,,,,Mousse
foundation,https://www.myntra.com/foundation-and-primer/milani/milani-conceal-perfect-2-in-1-foundation--concealer---warm-beige-05/14686756/buy,MILANI,Conceal Perfect 2-in-1 Foundation & Concealer - Warm Beige 05,₹ 1040,All,Light to Medium,,,,,,Cream
foundation,https://www.myntra.com/foundation-and-primer/faces-canada/faces-canada-weightless-matte-finish-mini-foundation-natural-02-18ml/14254364/buy,FACES CANADA,Weightless Matte Finish Mini Foundation Natural 02 18ml,₹ 169,Normal,Light to Medium,,,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/maybelline/maybelline-new-york-super-stay-24h-full-coverage-foundation---sun-beige-310-30ml/7638907/buy,Maybelline,New York Super Stay 24H Full Coverage Foundation - Sun Beige 310 30ml,₹ 637,,Medium to Dark,,Waterproof,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/pac/pac-33-hd-liquid-foundation-30ml/8118215/buy,PAC,3.3 HD Liquid Foundation 30ml,₹ 831,All,Light to Medium,,,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/lakme/lakme-absolute-mattreal-skin-natural-mousse-with-spf-8---golden-light/153904/buy,Lakme,Absolute Mattreal Skin Natural Mousse with SPF 8 - Golden Light,₹ 701,,,Below 15,Brightening,,,,Mousse
foundation,https://www.myntra.com/foundation-and-primer/miss-claire/miss-claire-professional-stick-foundation---fs29/15323206/buy,Miss Claire,Professional Stick Foundation - FS29,₹ 472,All,Medium to Dark,,Acne or Blemishes,,,,Stick
foundation,https://www.myntra.com/foundation-and-primer/maybelline/maybelline-new-york-fit-me-matte--poreless-liquid-foundation-tube---toffee-330-18ml/8987513/buy,Maybelline,New York Fit Me Matte + Poreless Liquid Foundation Tube - Toffee 330 18ml,₹ 224,All,,,,,,,Cream
foundation,https://www.myntra.com/foundation-and-primer/faces-canada/faces-canada-ultime-pro-second-skin-foundation---ivory-01-30ml/7280631/buy,FACES CANADA,Ultime Pro Second Skin Foundation Ivory 01 30ml,₹ 1199,,Light to Medium,Between 15-30,,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/lakme/-lakme-set-of-perfecting-liquid-foundation--radiance-complexion-compact/15059830/buy,Lakme,Set of Perfecting Liquid Foundation & Radiance Complexion Compact,₹ 266,,,,Dark Spots,,,Vitamin E,Liquid
foundation,https://www.myntra.com/foundation-and-primer/elle-18/elle-18-lasting-glow-foundation-03-shell-27-ml/11730546/buy,ELLE 18,Lasting Glow Foundation 03 Shell 27 ml,₹ 90,Normal,Light to Medium,,,,,,Cream
foundation,https://www.myntra.com/foundation-and-primer/miss-claire/miss-claire-professional-stick-foundation---fs45/15323214/buy,Miss Claire,Professional Stick Foundation - FS45,₹ 675,All,Light to Medium,,Acne or Blemishes,,,,Stick
foundation,https://www.myntra.com/foundation-and-primer/lakme/lakme-perfecting-natural-coral-liquid-foundation/55240/buy,Lakme,Perfecting Natural Coral Liquid Foundation,₹ 131,,,,Dark Circles,,,Vitamin E,Liquid
foundation,https://www.myntra.com/foundation-and-primer/maybelline/maybelline-new-york-super-stay-24h-full-coverage-liquid-foundation---natural-beige-220/7638899/buy,Maybelline,New York Super Stay 24H Full Coverage Liquid Foundation - Natural Beige 220,₹ 600,,Light to Medium,,Waterproof,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/bobbi-brown/bobbi-brown-skin-long-wear-weightless-foundation-with-spf-15---honey-w-0645-30ml/9682867/buy,Bobbi Brown,Skin Long-Wear Weightless Foundation with SPF 15 - Honey (W-064/5) 30ml,₹ 4300,Normal,,,,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/loreal/loreal-paris-infallible-24h-matte-cover-foundation---natural-buff-103/11527728/buy,LOreal,Paris Infallible 24H Matte Cover Foundation - Natural Buff 103,₹ 525,,Light to Medium,,,,,,Cream
foundation,https://www.myntra.com/foundation-and-primer/maybelline/maybelline-new-york-fit-me-two-way-cake-powder-foundation-with-spf-32---warm-nude-128/8119813/buy,Maybelline,New York Fit Me Two Way Cake Powder Foundation with SPF 32 - Warm Nude 128,₹ 492,Oily,Light to Medium,Above 30,,,,,Powder
foundation,https://www.myntra.com/foundation-and-primer/wet-n-wild/wet-n-wild-sustainable-photo-focus-foundation---nude-ivory-e363c/4425731/buy,Wet n Wild,Sustainable Photo Focus Foundation - Nude Ivory E363C,₹ 454,All,Light to Medium,,,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/lakme/lakme-9-to-5-weightless-mousse-foundation---rose-ivory-6-g/11629100/buy,Lakme,9 to 5 Weightless Mousse Foundation - Rose Ivory 6 g,₹ 136,,,Below 15,Dark Spots,,,,Mousse
foundation,https://www.myntra.com/foundation-and-primer/maybelline/maybelline-new-york-super-stay-24h-full-coverage-liquid-foundation---golden-312/7638900/buy,Maybelline,New York Super Stay 24H Full Coverage Liquid Foundation - Golden 312,₹ 600,,Medium to Dark,,Waterproof,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/bobbi-brown/bobbi-brown-skin-long-wear-weightless-foundation-spf-15---natural-tan-n-054425-30ml/9682853/buy,Bobbi Brown,Skin Long-wear Weightless Foundation SPF 15 - Natural Tan (N-054/4.25) 30ml,₹ 4250,Normal,,,,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/iba/iba-must-have-waterproof-liquid-foundation---cool-vanilla/15753872/buy,Iba,Must Have Waterproof Liquid Foundation - Cool Vanilla,₹ 559,,Light to Medium,,,,,Vitamin E,Liquid
foundation,https://www.myntra.com/foundation-and-primer/maybelline/maybelline-new-york-set-of-liner---foundation---concealer---mascara/14464930/buy,Maybelline,New York Set Of Liner - Foundation - Concealer - Mascara,₹ 1170,,Light to Medium,,Oil Control,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/maybelline/maybelline-new-york-set-of-liner---foundation---concealer---mascara/14464930/buy,Maybelline,New York Set Of Liner - Foundation - Concealer - Mascara,₹ 1170,,Light to Medium,,Oil Control,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/lakme/lakme-perfecting-natural-shell-liquid-foundation/55241/buy,Lakme,Perfecting Natural Shell Liquid Foundation,₹ 131,,,,Dark Spots,,,Vitamin E,Liquid
foundation,https://www.myntra.com/foundation-and-primer/miss-claire/miss-claire-professional-stick-foundation---fs27/15323216/buy,Miss Claire,Professional Stick Foundation - FS27,₹ 675,All,Dark to Deep,,Acne or Blemishes,,,,Stick
foundation,https://www.myntra.com/foundation-and-primer/lakme/lakme-invisible-finish-spf-8-foundation---01-25ml/55236/buy,Lakme,Invisible Finish SPF 8 Foundation - 01 25ml,₹ 238,,,Below 15,Waterproof,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/bobbi-brown/bobbi-brown-skin-long-wear-weightless-foundation-with-spf-15---porcelain-n-0120/9682835/buy,Bobbi Brown,Skin Long-Wear Weightless Foundation with SPF 15 - Porcelain N-012/0,₹ 4300,,Light to Medium,Between 15-30,,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/essence/essence-soft-touch-mousse-make-up---04/13049378/buy,essence,Soft Touch Mousse Make-Up - 04,₹ 409,All,Light to Medium,,,,,,Mousse
foundation,https://www.myntra.com/foundation-and-primer/maybelline/maybelline-new-york-fit-me-matte--poreless-liquid-foundation---natural-tan-320-30ml/10251889/buy,Maybelline,New York Fit Me Matte + Poreless Liquid Foundation - Natural Tan 320 30ml,₹ 439,All,Light to Medium,,,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/iba/iba-must-have-waterproof-liquid-foundation---medium-beige-30-ml/15753870/buy,Iba,Must Have Waterproof Liquid Foundation - Medium Beige 30 ml,₹ 559,,Light to Medium,,,,,Vitamin E,Liquid
foundation,https://www.myntra.com/foundation-and-primer/lakme/lakme-9-to-5-primer-and-matte-perfect-cover-foundation---cool-rose-c140-25-ml/10792552/buy,Lakme,9 To 5 Primer And Matte Perfect Cover Foundation - Cool Rose C140 25 ml,₹ 427,,,Between 15-30,Uneven Texture,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/loreal/loreal-paris-infallible-24-hr-matte-cover-foundation-natural-ivory-1015/11752620/buy,LOreal,Paris Infallible 24 HR Matte Cover Foundation-Natural Ivory 101.5,₹ 525,,,Between 15-30,Waterproof,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/bobbi-brown/bobbi-brown-skin-foundation-stick---55-warm-honey-9-g/9590319/buy,Bobbi Brown,Skin Foundation Stick - 5.5 Warm Honey 9 g,₹ 4250,All,Light to Medium,,,,,,
foundation,https://www.myntra.com/foundation-and-primer/lakme/lakme-9to5-primer--matte-spf-20-perfect-cover-foundation---neutral-nude-n200-25ml/10792530/buy,Lakme,9To5 Primer & Matte SPF 20 Perfect Cover Foundation - Neutral Nude N200 25ml,₹ 403,,,Between 15-30,Uneven Texture,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/miss-claire/miss-claire-professional-stick-foundation---fs28/15323228/buy,Miss Claire,Professional Stick Foundation - FS28,₹ 472,All,Light to Medium,,Acne or Blemishes,,,,Stick
foundation,https://www.myntra.com/foundation-and-primer/swiss-beauty/swiss-beauty-primer-mousse-foundation---white-ivory-01/15580180/buy,SWISS BEAUTY,Primer Mousse Foundation - White Ivory 01,₹ 299,All,Fair to Light,,,,,,Cream
foundation,https://www.myntra.com/foundation-and-primer/makeup-revolution-london/makeup-revolution-london-fast-base-stick-foundation-f9/4426703/buy,Makeup Revolution London,Fast Base Stick Foundation F9,₹ 552,All,Medium to Dark,,,,,,Stick
foundation,https://www.myntra.com/foundation-and-primer/lakme/lakme-absolute-mattreal-skin-natural-mousse---rose-fair-02-25g/153903/buy,Lakme,Absolute Mattreal Skin Natural Mousse - Rose Fair 02 25g,₹ 701,,,Below 15,Brightening,,,,Mousse
foundation,https://www.myntra.com/foundation-and-primer/bobbi-brown/bobbi-brown-vitamin-enriched-face-base-15-ml/2153699/buy,Bobbi Brown,Vitamin Enriched Face Base 15 ml,₹ 2000,,,,Dryness,,,Vitamin E,Cream
foundation,https://www.myntra.com/foundation-and-primer/maybelline/maybelline-set-of-foundation--concealer/11095452/buy,Maybelline,Set Of Foundation & Concealer,₹ 727,,Light to Medium,,Oil Control,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/makeup-revolution-london/makeup-revolution-london-x-friends-mini-fixing-spray-phoebe-30-ml-/14996864/buy,Makeup Revolution London,X Friends Mini Fixing Spray Phoebe 30 ml,₹ 516,,Fair to Light,,Brightening,,,Vitamin C,Spray
foundation,https://www.myntra.com/foundation-and-primer/lakme/lakme-absolute-9-to-5-beige-vanilla-weightless-mousse-foundation-02/1142796/buy,Lakme,Absolute 9 to 5 Beige Vanilla Weightless Mousse Foundation 02,₹ 488,,Fair to Light,,Dark Spots,,,,Cream
foundation,https://www.myntra.com/foundation-and-primer/miss-claire/miss-claire-fe-03-medium-olive-everyday-foundation-30ml/14145800/buy,Miss Claire,FE-03 Medium Olive Everyday Foundation 30ml,₹ 325,All,Light to Medium,,,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/mac/mac-studio-fix-fluid-foundation-with-spf-15---nc20-30ml/9588649/buy,M.A.C,Studio Fix Fluid Foundation with SPF 15 - NC20 30ml,₹ 2950,All,Light to Medium,Between 15-30,,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/bobbi-brown/bobbi-brown-skin-long-wear-weightless-foundation-spf-15---golden-natural-w-058475-30ml/9682859/buy,Bobbi Brown,Skin Long-Wear Weightless Foundation SPF 15 - Golden Natural (W-058/4.75) 30ml,₹ 4250,Normal,Fair to Light,,,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/colorbar/colorbar-skin-perfect-spf-60-foundation---silken-glow-015-30ml/9449631/buy,Colorbar,Skin Perfect SPF 60 Foundation - Silken Glow 015 30ml,₹ 760,,,Above 30,Dullness,,,,Cream
foundation,https://www.myntra.com/foundation-and-primer/lakme/lakme-invisible-finish-foundation---04/55238/buy,Lakme,Invisible Finish Foundation - 04,₹ 280,,,Below 15,Waterproof,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/loreal/loreal-paris-set-of-rouge-signature-liquid-lip-ink-114--true-match-liquid-foundation---n1/15733878/buy,LOreal,Paris Set Of Rouge Signature Liquid Lip Ink-114 & True Match Liquid Foundation - N1,₹ 1598,,,Between 15-30,Uneven Texture,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/colorbar/colorbar-triple-effect-makeup-foundation-concealer--powder---cafe-004/220737/buy,Colorbar,Triple Effect Makeup Foundation Concealer & Powder - Cafe 004,₹ 570,,,,Fine Lines and Wrinkles,,,Vitamin E,Cream
foundation,https://www.myntra.com/foundation-and-primer/lakme/lakme-9-to-5-primer--matte-perfect-cover-foundation---warm-sand-w160-25-ml/10792570/buy,Lakme,9 To 5 Primer & Matte Perfect Cover Foundation - Warm Sand W160 25 ml,₹ 403,,,Between 15-30,Uneven Texture,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/bobbi-brown/bobbi-brown-primer-plus-mattifier-40ml/9590081/buy,Bobbi Brown,Primer Plus Mattifier 40ml,₹ 3500,Normal,Fair to Light,,,,,,Cream
foundation,https://www.myntra.com/foundation-and-primer/bobbi-brown/bobbi-brown-mini-skin-long-wear-weightless-foundation---porcelain-13ml/13153458/buy,Bobbi Brown,Mini Skin Long Wear Weightless Foundation - Porcelain 13ml,₹ 1990,,,Between 15-30,Oil Control,,,,Cream
foundation,https://www.myntra.com/foundation-and-primer/estee-lauder/estee-lauder-double-wear-stay-in-place-makeup-with-spf-10---sand-1w2-15ml/10363583/buy,Estee Lauder,Double Wear Stay-In-Place Makeup with SPF 10 - Sand 1W2 15ml,₹ 1800,,,Below 15,Dark Spots,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/miss-claire/miss-claire-professional-stick-foundation---303/15323210/buy,Miss Claire,Professional Stick Foundation - 303,₹ 472,All,Medium to Dark,,Acne or Blemishes,,,,Stick
foundation,https://www.myntra.com/foundation-and-primer/lakme/lakme-invisible-finish-foundation---02-25ml/55239/buy,Lakme,Invisible Finish Foundation - 02 25ml,₹ 238,,,Below 15,Waterproof,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/faces-canada/faces-canada-ultime-pro-hd-runway-ready-foundation-ivory-01----30ml/14254352/buy,FACES CANADA,Ultime Pro Hd Runway Ready Foundation Ivory 01 30ml,₹ 1199,Oily,Light to Medium,,,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/bobbi-brown/bobbi-brown-skin-foundation-stick---35-warm-beige-9-g/9589167/buy,Bobbi Brown,Skin Foundation Stick - 3.5 Warm Beige 9 g,₹ 4300,All,Light to Medium,,,,,,
foundation,https://www.myntra.com/foundation-and-primer/lakme/lakme-invisible-finish-foundation-05/55237/buy,Lakme,Invisible Finish Foundation 05,₹ 280,,,Below 15,Waterproof,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/sugar/sugar-cosmetics-ace-of-face-foundation-stick-32-cortado-12-g/11209964/buy,SUGAR,Cosmetics Ace Of Face Foundation Stick 32 Cortado 12 g,₹ 999,,Light to Medium,,Waterproof,,,,Stick
foundation,https://www.myntra.com/foundation-and-primer/mac/mac-studio-fix-fluid-spf-15-foundation---nc15-30ml/9589047/buy,M.A.C,Studio Fix Fluid SPF 15 Foundation - NC15 30ml,₹ 2950,,Light to Medium,Between 15-30,,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/lakme/lakme-set-of-two-9-to-5-beige-vanilla-weightless-mousse-foundation-02/7480246/buy,Lakme,Set of two 9 to 5 Beige Vanilla Weightless Mousse Foundation 02,₹ 275,,Fair to Light,,Dark Spots,,,,Mousse
foundation,https://www.myntra.com/foundation-and-primer/sugar/sugar-rage-for-coverage-fair-golden-undertone-24hr-foundation-07-vanilla-latte-25-ml/14534450/buy,SUGAR,Rage For Coverage Fair Golden Undertone 24Hr Foundation 07 Vanilla Latte 25 ml,₹ 799,,Fair to Light,,Pore Minimizing and Blurring,,,,Cream
foundation,https://www.myntra.com/foundation-and-primer/benefit-cosmetics/benefit-cosmetics-hello-happy-spf-20-natural-matte-air-stick-foundation---04/14411432/buy,Benefit Cosmetics,Hello Happy SPF 20 Natural Matte Air Stick Foundation - 04,₹ 3400,,Fair to Light,Between 15-30,Sun Protection,,,,Stick
foundation,https://www.myntra.com/foundation-and-primer/colorbar/colorbar-skin-perfect-foundation-with-spf-60---nude-glow-003/7035299/buy,Colorbar,Skin Perfect Foundation with SPF 60 - Nude Glow 003,₹ 636,,Light to Medium,Above 30,,,,,Cream
