,Unnamed: 0,label,url,brand,name,price,skin type,concern,img
278,278,face-moisturisers,https://www.myntra.com/face-moisturisers/the-face-shop/the-face-shop-unisex-pomegranate--collagen-volume-lifting-emulsion-140-ml/9113685/buy,the face shop,unisex pomegranate & collagen volume lifting emulsion 140 ml,₹ 1572,all,"dryness,deep nourishment,","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/9113685/2021/8/11/02e624bc-c169-41c8-b594-137ca0b11b9c1628659399063TheFaceShopUnisexPomegranateCollagenVolumeLiftingEmulsion1401.jpg"
279,279,face-moisturisers,https://www.myntra.com/face-moisturisers/kama-ayurveda/kama-ayurveda-sustainable-men-skin-brightening-night-cream-50-g/10611226/buy,kama ayurveda,sustainable men skin brightening night cream 50 g,₹ 1975,all,"pigmentation,dark spots,softening,smoothening","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/10611226/2020/6/9/b98f5dc8-febc-4557-9a53-86346e2d18ed1591691563256KAMAAYURVEDAMenSkinBrighteningNightCream50g1.jpg"
280,280,face-moisturisers,https://www.myntra.com/face-moisturisers/vlcc/vlcc-skin-defence-normal-to-dry-skin-honey-moisturizer-100-ml/10000857/buy,vlcc,skin defence normal to dry skin honey moisturizer 100 ml,₹ 260,normal,"general care,softening,smoothening,deep nourishment","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/10000857/2019/9/3/e99fb77b-4188-4a8e-a250-3a4f2e611d5b1567488349715-VLCC-Honey-Moisturiser-100-ml-6841567488349148-1.jpg"
281,281,face-moisturisers,https://www.myntra.com/face-moisturisers/the-moms-co/the-moms-co-natural-vita-rich-day--night-sustainable-face-cream-50-ml/11021420/buy,the moms co.,natural vita rich day & night sustainable face cream 50 ml,₹ 552,all,"fine lines,wrinkles,blackheads,whiteheads,pigmentation","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11021420/2021/8/11/506c9ea0-5334-4abe-8654-638d9cc9bd631628671684004TheMomsCoNaturalVitaRichDayNightSustainableFaceCream50ml1.jpg"
282,282,cleanser,https://www.myntra.com/face-wash-and-cleanser/lakme/lakme-absolute-perfect-radiance-skin-lightening-face-wash---50-g/4384875/buy,lakme,absolute perfect radiance skin lightening face wash - 50 g,₹ 112,all,"lightening,dark spots,acne,blemishes","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/4384875/2018/4/18/11524043885903-Lakme-Women-Face-Wash-and-Cleanser-9941524043885838-1.jpg"
283,283,cleanser,https://www.myntra.com/face-wash-and-cleanser/biotique/biotique-bio-white-advanced-fairness-sustainable-face-wash---100-ml/2432715/buy,biotique,bio white advanced fairness sustainable face wash - 100 ml,₹ 70,all,"dull skin,uneven skin tone,daily use","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2432715/2021/3/2/15fe7f40-184d-4212-b0af-821f69396e1c1614688785073-Biotique-Unisex-Bio-White-Advanced-Fairness-Sustainable-Face-1.jpg"
284,284,cleanser,https://www.myntra.com/face-wash-and-cleanser/mamaearth/mamaearth-vitamin-c-face-wash-with-turmeric-for-skin-illumination-100-ml/12087900/buy,mamaearth,vitamin c face wash with turmeric for skin illumination 100 ml,₹ 224,all,"lightening,pore care,pigmentation","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/12087900/2020/10/10/9929e109-75e2-4266-a75a-76e25842c4ee1602270734127MamaearthSkinIlluminationVitaminCFaceWash100ml1.jpg"
285,285,cleanser,https://www.myntra.com/face-wash-and-cleanser/garnier/garnier-men-power-white-anti-dark-cells-fairness-face-wash-100-g/7337612/buy,garnier,men power white anti-dark cells fairness face wash 100 g,₹ 152,all,"general care,,","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/7337612/2019/4/23/efae100d-ebb3-4e34-9571-a183801402451555999577949-Garnier-Men-Power-White-Anti-Dark-Cells-Fairness-Face-Wash-1-1.jpg"
286,286,cleanser,https://www.myntra.com/face-wash-and-cleanser/plum/plum-charcoal-do-the-detox-face-wash-100ml/15450030/buy,plum,charcoal do-the-detox face wash-100ml,₹ 240,all,"pore care,daily use,tan removal","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15450030/2021/9/25/2ceed924-ab8c-40d7-ae04-cb16e6c962901632536659229PlumCharcoalDo-the-DetoxFaceWash-100ml1.jpg"
287,287,cleanser,https://www.myntra.com/face-wash-and-cleanser/lotus-herbals/lotus-herbals-sustainable-whiteglow-3-in-1-deep-cleansing-skin-whitening-facial-foam-50-g/57755/buy,lotus herbals,sustainable whiteglow 3-in-1 deep cleansing skin whitening facial foam 50 g,₹ 116,all,"lightening,dull skin,","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/57755/2020/10/10/fccd63fa-c98c-4657-9407-b5da1b43e9401602268444338LotusHerbalsSustainableWhiteGlow3-in-1DeepCleansingSkinWhite1.jpg"
288,288,cleanser,https://www.myntra.com/face-wash-and-cleanser/biotique/biotique-bio-white-advanced-fairness-sustainable-face-wash-200-ml/9314855/buy,biotique,bio white advanced fairness sustainable face wash 200 ml,₹ 141,all,"dull skin,uneven skin tone,daily use","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/9314855/2021/4/14/e14973e7-846f-4e62-962f-0cad41124fa11618386062288-Biotique-Bio-White-Advanced-Fairness-Sustainable-Face-Wash-2-1.jpg"
289,289,cleanser,https://www.myntra.com/face-wash-and-cleanser/lakme/lakme-blush--glow-strawberry-gel-face-wash-with-100-real-strawberry-extract-100g/153915/buy,lakme,blush & glow strawberry gel face wash with 100% real strawberry extract 100g,₹ 150,all,"general care,daily use,","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/153915/2020/6/17/96fd6b36-f8df-43aa-a4b2-6cd7214fdbf01592369993309-Lakme-Women-Blush--Glow-Strawberry-Gel-Face-Wash-100-g-56015-1.jpg"
290,290,cleanser,https://www.myntra.com/face-wash-and-cleanser/mamaearth/mamaearth-sustainable-ubtan-face-wash-with-turmeric--saffron-for-tan-removal-100-ml/11081560/buy,mamaearth,sustainable ubtan face wash with turmeric & saffron for tan removal 100 ml,₹ 224,normal,"lightening,tan removal,softening,smoothening","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11081560/2019/12/4/f46df31f-e692-4aa9-adae-12c17bea56c51575445150305-Mamaearth-Unisex-Ubtan-Tan-Removal-Face-Wash-100-ml-24715754-1.jpg"
291,291,cleanser,https://www.myntra.com/face-wash-and-cleanser/biotique/biotique-bio-papaya-visibly-flawless-skin-sustainable-face-wash---100-ml/2432717/buy,biotique,bio papaya visibly flawless skin sustainable face wash - 100 ml,₹ 70,all,"general care,dull skin,uneven skin tone","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2432717/2021/2/10/e44a4d77-4a24-4fa3-bac4-d43958b3e8871612953739545BiotiqueUnisexBioPapayaVisiblyFlawlessSkinSustainableFaceWas1.jpg"
292,292,cleanser,https://www.myntra.com/face-wash-and-cleanser/garnier/garnier-skin-naturals-micellar-cleansing-water-125-ml/6610914/buy,garnier,skin naturals micellar cleansing water 125 ml,₹ 139,all,"general care,,","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/6610914/2021/3/2/19d08e33-9921-48ee-9e4b-79d997b3d1071614669054806-Garnier-Skin-Naturals-Micellar-Cleansing-Water-125-ml-416146-1.jpg"
293,293,cleanser,https://www.myntra.com/face-wash-and-cleanser/himalaya/himalaya-purifying-neem-face-wash-200ml/6628423/buy,himalaya,purifying neem face wash 200ml,₹ 152,normal,"acne,blemishes,general care,pigmentation","https://assets.myntassets.com/h_1136,q_90,w_852/v1/assets/images/6628423/2018/7/27/e5a517d5-3eae-4061-b745-c938293729a01532671302634-Himalaya-Unisex-Face-Wash-and-Cleanser-6711532671302493-1.jpg"
294,294,cleanser,https://www.myntra.com/face-wash-and-cleanser/biotique/biotique-bio-pack-of-2-papaya-exfoliating-face-wash/9314861/buy,biotique,bio pack of 2 papaya exfoliating face wash,₹ 118,all,"general care,dull skin,uneven skin tone","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/9314861/2020/8/20/206f5673-2880-487e-8252-b9a06bf6e5361597904474510-This-fresh-foaming-gel-is-blended-with-pure-papaya-fruit-to--1.jpg"
295,295,cleanser,https://www.myntra.com/face-wash-and-cleanser/mamaearth/mamaearth-vitamin-c-foaming-face-wash-with-turmeric-for-skin-illumination-150-ml/12729796/buy,mamaearth,vitamin c foaming face wash with turmeric for skin illumination 150 ml,₹ 359,all,"lightening,pore care,pigmentation","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2020/10/13/74047611-ac62-4f9e-901e-a5d67e346e6c1602539125632-1.jpg"
296,296,cleanser,https://www.myntra.com/face-wash-and-cleanser/mcaffeine/mcaffeine-naked--raw-coffee-sustainable-face-wash-for-normal-to-oily-skin-100-ml/10901930/buy,mcaffeine,naked & raw coffee sustainable face wash for normal to oily skin 100 ml,₹ 314,oily,"excess oil,general care,anti-pollution","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/10901930/2021/10/19/87c829b7-85d4-4bb7-8031-d0312e280a681634639659357-MCaffeine-Naked--Raw-Coffee-Sustainable-Face-Wash-for-Normal-15.jpg"
297,297,cleanser,https://www.myntra.com/face-wash-and-cleanser/the-body-shop/the-body-shop-vitamin-e-range-tea-tree-skin-clearing-sustainable-face-wash-250-ml/1777425/buy,the body shop,the body shop vitamin e range tea tree skin clearing sustainable face wash 250 ml,₹ 633,oily,"acne,blemishes,excess oil,","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/1777425/2021/2/11/b19c5e9e-5369-4d1b-9797-3adcb31bb9d21613030580985THEBODYSHOPUnisexTeaTreeSkinClearingSustainableFaceWash250ml1.jpg"
298,298,cleanser,https://www.myntra.com/face-wash-and-cleanser/biotique/biotique-bio-neem-purifying-face-wash-150-ml/1919965/buy,biotique,bio neem purifying face wash 150 ml,₹ 91,all,"acne,blemishes,dull skin,dull skin","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/1919965/2021/3/1/7e5b4b57-6301-479e-b0df-ba275d2efdf71614601597447-Biotique-Bio-Neem-Purifying-Face-Wash-150-ml-991161460159662-1.jpg"
299,299,cleanser,https://www.myntra.com/face-wash-and-cleanser/himalaya/himalaya-moisturizing-aloe-vera-face-wash-with-vitamin-e-for-dry-skin-100-ml/6628429/buy,himalaya,moisturizing aloe vera face wash with vitamin e for dry skin 100 ml,₹ 91,dry,"hydration,dryness,softening,smoothening","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/6628429/2020/12/17/58f35f6f-6bca-4024-b540-404cca283dfb1608201192420-Himalaya-Unisex-Moisturizing-Aloe-Vera-Face-Wash-100ml-10816-1.jpg"
300,300,cleanser,https://www.myntra.com/face-wash-and-cleanser/loreal/loreal-paris-white-perfect-milky-sustainable-facial-foam---purifying--brightening-100-ml/236316/buy,loreal,paris white perfect milky sustainable facial foam - purifying & brightening 100 ml,₹ 209,all,"uneven skin tone,dark spots,pore care","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/236316/2021/8/11/996c7b8c-d4e6-4a02-9f49-e30fbe5620251628659306635LOrealParisWhitePerfectMilkySustainableFacialFoam-PurifyingB1.jpg"
301,301,cleanser,https://www.myntra.com/face-wash-and-cleanser/mcaffeine/mcaffeine-cappuccino-acne--oil-control-coffee-foaming-face-wash-75-ml/14380222/buy,mcaffeine,cappuccino acne & oil control coffee foaming face wash 75 ml,₹ 199,all,"acne,blemishes,excess oil,redness","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14380222/2021/10/19/6913cf94-17e0-43f2-a89f-969e4efaa6901634640405923-MCaffeine-Cappuccino-Acne--Oil-Control-Coffee-Foaming-Face-W-15.jpg"
302,302,cleanser,https://www.myntra.com/face-wash-and-cleanser/garnier/garnier-set-of-acno-fight-anti-pimple-facewash--pimple-clearing-whitening-cream/14148774/buy,garnier,set of acno fight anti pimple facewash & pimple clearing whitening cream,₹ 337,normal,"blackheads removal,excess oil,uneven skin tone","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14148774/2021/10/6/b6010594-1b8d-4be3-8297-5e393c3c5d911633474799925-Garnier-Men-Face-Wash-and-Cleanser-9151633474799846-1.jpg"
303,303,cleanser,https://www.myntra.com/face-wash-and-cleanser/lotus-herbals/lotus-herbals-sustainable-apriscrub-fresh-apricot-scrub-180-g/57764/buy,lotus herbals,sustainable apriscrub fresh apricot scrub 180 g,₹ 211,all,"general care,blackheads,whiteheads,","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/57764/2020/10/10/854662ea-0217-45ec-89b9-abe1943ce4fa1602270199606LotusHerbalsSustainableApriscrubFreshApricotScrub180g1.jpg"
304,304,cleanser,https://www.myntra.com/face-wash-and-cleanser/lakme/lakme-gentle--soft-deep-pore-cleanser/283697/buy,lakme,gentle & soft deep pore cleanser,₹ 174,normal,"general care,,","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/283697/2021/3/9/a2fa8dfd-e6c9-4fc1-8719-f270f7ede50f1615263199181-Lakme-Gentle--Soft-Deep-Pore-Cleanser-831615263198261-1.jpg"
305,305,cleanser,https://www.myntra.com/face-wash-and-cleanser/biotique/biotique-bio-neem-sustainable-purifying-face-wash-200-ml/9313575/buy,biotique,bio neem sustainable purifying face wash 200 ml,₹ 144,all,"acne,blemishes,dull skin,dull skin","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/9313575/2021/5/21/96dcb1eb-23c0-4dab-9e52-e8e0f418a9bd1621600480614-Biotique-Bio-Neem-Purifying-Sustainable-Face-Wash-200-ml-494-1.jpg"
306,306,cleanser,https://www.myntra.com/face-wash-and-cleanser/himalaya/himalaya-purifying-neem-face-wash-for-acne-prone-skin-150-ml/6628442/buy,himalaya,purifying neem face wash for acne-prone skin 150 ml,₹ 117,all,"acne,blemishes,general care,pigmentation","https://assets.myntassets.com/h_1136,q_90,w_852/v1/assets/images/6628442/2018/7/24/718634df-0ea6-414a-9754-b195fa6cd2141532415816236-Himalaya-Unisex-Face-Wash-and-Cleanser-9631532415816221-1.jpg"
307,307,cleanser,https://www.myntra.com/face-wash-and-cleanser/iba/iba-pack-of-4-aloe-aqua-face-wash--makeup-remover-50-ml-each/15328632/buy,iba,pack of 4 aloe aqua face wash + makeup remover 50 ml each,₹ 252,all,general care,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15328632/2021/9/1/09ccf938-ce3c-42b5-b4ad-ead50fd0a26f1630487864072Iba1.jpg"
308,308,cleanser,https://www.myntra.com/face-wash-and-cleanser/mamaearth/mamaearth-sustainable-tea-tree-face-wash-with-neem-for-acne-100-ml/11081190/buy,mamaearth,sustainable tea tree face wash with neem for acne 100 ml,₹ 224,normal,"acne,blemishes,excess oil,redness","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11081190/2019/12/4/838f8125-9e7e-44a5-ad94-f04246655f571575444460195-Mamaearth-Unisex-Tea-Tree-Face-Wash-100-ml-3191575444459423-1.jpg"
309,309,cleanser,https://www.myntra.com/face-wash-and-cleanser/garnier/garnier-men-set-of-2--power-white-anti-dark-cells-fairness-face-wash/9350645/buy,garnier,men set of 2 power white anti-dark cells fairness face wash,₹ 266,all,"general care,,","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/9350645/2019/4/23/ceda25fd-69da-46af-9e6e-741e49127e4c1556000536177-Garnier-Men-Face-Wash-and-Cleanser-8291556000535878-1.jpg"
310,310,cleanser,https://www.myntra.com/face-wash-and-cleanser/nivea/nivea-total-face-cleanup-for-normal-to-oily-skin-100-ml/2273964/buy,nivea,total face cleanup for normal to oily skin 100 ml,₹ 157,combination,"excess oil,blackheads,whiteheads,dark spots","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2273964/2021/8/11/f562d559-ab20-4a9f-a98f-1f3f3e4fd3ee1628671675304NiveaTotalFaceCleanupforNormaltoOilySkin100ml1.jpg"
311,311,cleanser,https://www.myntra.com/face-wash-and-cleanser/good-vibes/good-vibes-transparent-gentle-cleansing-face-wash---tea-tree-120-ml/15722204/buy,good vibes,transparent gentle cleansing face wash - tea tree 120 ml,₹ 184,all,"excess oil,deep nourishment,daily use","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15722204/2021/10/4/f273a03d-a61a-44b0-9f39-7b7295068c231633334044501GoodVibesGentleCleansingFaceWash-TeaTree120ml1.jpg"
312,312,cleanser,https://www.myntra.com/face-wash-and-cleanser/beardo/beardo-men-de-tan-face-wash-100-ml/9435515/buy,beardo,men de-tan face wash 100 ml,₹ 187,all,"tan removal,deep nourishment,","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/9435515/2021/7/19/51eda687-e873-4b70-aa8b-d9b47bf7ac1d1626694616079-BEARDO-Men-De-Tan-Face-Wash-100-ml-9241626694615983-1.jpg"
313,313,cleanser,https://www.myntra.com/face-wash-and-cleanser/biotique/biotique-advanced-ayurveda-bio-honey-gel-refreshing-foaming-sustainable-face-wash-150-ml/1919966/buy,biotique,advanced ayurveda bio honey gel refreshing foaming sustainable face wash 150 ml,₹ 105,all,"hydration,softening,smoothening,deep nourishment","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/1919966/2021/2/10/869874a7-319f-43a8-90fd-e5eba7cf473c1612953774146BiotiqueAdvancedAyurvedaUnisexBioHoneyGelRefreshingFoamingSu1.jpg"
314,314,cleanser,https://www.myntra.com/face-wash-and-cleanser/wow-skin-science/wow-skin-science-brightening-vitamin-c-foaming-face-wash-with-built-in-face-brush---100-ml/12426284/buy,wow skin science,brightening vitamin c foaming face wash with built-in face brush - 100 ml,₹ 327,all,"anti-pollution,deep nourishment,acne,blemishes","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2020/9/8/4ec263fd-d8f0-4cc3-8422-c46b2c245deb1599519172208-1.jpg"
315,315,cleanser,https://www.myntra.com/face-wash-and-cleanser/neutrogena/neutrogena-set-of-2-deep-clean-foam-cleanser-100-gm/7037185/buy,neutrogena,set of 2 deep clean foam cleanser 100 gm,₹ 484,oily,"anti-pollution,pore care,excess oil","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/7037185/2018/7/31/2c4c62a0-150b-47ae-bdcf-f3cd81d61d8c1533027717627-Neutrogena-Unisex-Pack-Of-2-Deep-Clean-Foam-Cleanser-100-gm-8181533027717581-1.jpg"
316,316,cleanser,https://www.myntra.com/face-wash-and-cleanser/jaquline-usa/jaquline-usa-rose-love-clay-face-wash---100-ml/15547100/buy,jaquline usa,rose love clay face wash - 100 ml,₹ 186,all,general care,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15547100/2021/9/21/8999ad8f-5da6-4c82-a566-5591f0ad19041632218474323FaceWashandCleanser1.jpg"
317,317,cleanser,https://www.myntra.com/face-wash-and-cleanser/biotique/biotique-advanced-ayurveda-bio-morning-nectar-visibly-flawless-face-wash-200-ml/9313559/buy,biotique,advanced ayurveda bio morning nectar visibly flawless face wash 200 ml,₹ 159,all,"uneven skin tone,hydration,deep nourishment","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/9313559/2021/8/25/cc758c6c-ab9c-4276-bb60-6f1337d50c9b1629884575940-Biotique-Advanced-Ayurveda-Bio-Morning-Nectar-Visibly-Flawle-1.jpg"
318,318,cleanser,https://www.myntra.com/face-wash-and-cleanser/mamaearth/mamaearth-sustainable-charcoal-face-wash-for-oil-control-100-ml/11081248/buy,mamaearth,sustainable charcoal face wash for oil control 100 ml,₹ 224,oily,"tan removal,dull skin,pore care","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11081248/2021/8/11/e665e27d-f45f-49fe-813e-e1086f1e9d061628671653059MamaearthSustainableCharcoalFaceWashforOilControl100ml1.jpg"
319,319,cleanser,https://www.myntra.com/face-wash-and-cleanser/loreal/loreal-paris-white-perfect-milky-foam-sustainable-face-wash-50-ml/236317/buy,loreal,paris white perfect milky foam sustainable face wash 50 ml,₹ 105,all,"lightening,dark spots,pore care","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/236317/2021/8/11/95ba4681-fe4e-49ec-98d0-370665b7b57f1628671330951LOrealParisWhitePerfectMilkyFoamSustainableFaceWash50ml1.jpg"
320,320,cleanser,https://www.myntra.com/face-wash-and-cleanser/nivea/nivea-men-oil-control-all-in-1-face-wash-with-cooling-menthol---150-ml/9686503/buy,nivea,men oil control all-in-1 face wash with cooling menthol - 150 ml,₹ 209,oily,"excess oil,dark spots,","https://assets.myntassets.com/h_1136,q_90,w_852/v1/assets/images/9686503/2019/5/31/3673ca23-a2a2-4bf0-8b8a-7ddb63ec3a4f1559286071829-Nivea-Men-Oil-Control-All-In-1-Face-Wash-201559286071672-1.jpg"
321,321,cleanser,https://www.myntra.com/face-wash-and-cleanser/neutrogena/neutrogena-set-of--deep-clean-foam-cleanser--ultra-sheer-sunblock-spf50/9653903/buy,neutrogena,set of deep clean foam cleanser & ultra sheer sunblock spf50,₹ 454,oily,"anti-pollution,pore care,excess oil","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/9653903/2019/5/13/5bba2de5-9d79-4d02-afad-5d23636bdcc51557749600607--Neutrogena-Set-Of--Deep-Clean-Foam-Cleanser--Ultra-Sheer-Su-1.jpg"
322,322,cleanser,https://www.myntra.com/face-wash-and-cleanser/havintha/havintha-natural-multani-mitti-powder-227-g/15386570/buy,havintha,natural multani mitti powder 227 g,₹ 299,all,"acne,blemishes,tan removal,","https://assets.myntassets.com/h_1136,q_90,w_852/v1/assets/images/15386570/2021/9/7/9073d3d5-2289-4c69-9fd3-7690af9f70671630998493435HavinthaNaturalMultaniMittiPowderProductOfHavinthaNaturalFul1.jpg"
323,323,cleanser,https://www.myntra.com/face-wash-and-cleanser/mamaearth/mamaearth-tea-tree-foaming-face-wash-with-salicylic-acid-150ml/13841446/buy,mamaearth,tea tree foaming face wash with salicylic acid 150ml,₹ 359,normal,"acne,blemishes,,","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/13841446/2021/3/12/fed8104c-5946-4c09-8e55-2d0b6fce52841615549845824TeaTreeFoamingFaceWashwithTeaTreeSalicylicAcidforAcnePimples1.jpg"
324,324,cleanser,https://www.myntra.com/face-wash-and-cleanser/biotique/biotique-unisex-bio-honey-gel-refreshing-foaming-face-wash-100-ml/2432718/buy,biotique,unisex bio honey gel refreshing foaming face wash 100 ml,₹ 69,all,"hydration,softening,smoothening,deep nourishment","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2432718/2021/6/21/57b85472-f095-4fc0-8eda-4b72b9dbbd2d1624276915357-Biotique-Unisex-Bio-Honey-Gel-Refreshing-Foaming-Face-Wash-1-1.jpg"
325,325,cleanser,https://www.myntra.com/face-wash-and-cleanser/garnier/garnier-bright-complete-vitamin-c-brightening-facewash-100-gm/13838826/buy,garnier,bright complete vitamin c brightening facewash 100 gm,₹ 152,all,"dull skin,daily use,","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/13838826/2021/9/13/01e3eaad-2f51-4219-aa9d-0a1e8af142451631519959243-Garnier-Bright-Complete-VITAMIN-C-Facewash-100g-810163151995-1.jpg"
326,326,cleanser,https://www.myntra.com/face-wash-and-cleanser/mamaearth/mamaearth-vitamin-c-face-wash-with-turmeric-for-skin-illumination-250ml/13028260/buy,mamaearth,vitamin c face wash with turmeric for skin illumination 250ml,₹ 359,oily,"acne,blemishes,,","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/13028260/2020/11/23/b5b6815f-947f-4083-ae0e-3823292df2141606107676960-Mamaearth-8661606107676064-1.jpg"
327,327,cleanser,https://www.myntra.com/face-wash-and-cleanser/biotique/biotique-bio-papaya-visibly-ageless-sustainable-face-wash-200-ml/9314865/buy,biotique,bio papaya visibly ageless sustainable face wash 200 ml,₹ 162,all,"general care,dull skin,uneven skin tone","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/9314865/2021/5/21/4a31c737-1d51-492f-a5d3-805bfedd98921621600483985-Biotique-Bio-Papaya-Visibly-Ageless-Sustainable-Scrub-Wash-2-1.jpg"
328,328,cleanser,https://www.myntra.com/face-wash-and-cleanser/the-body-shop/the-body-shop-vitamin-e-sustainable-gentle-face-wash-for-all-skin-types-125-ml/1677293/buy,the body shop,vitamin e sustainable gentle face wash for all skin types 125 ml,₹ 633,all,"hydration,acne,blemishes,","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/1677293/2021/8/11/53e285ab-1a1a-4169-921d-fbb59999d3fa1628671377972THEBODYSHOPVitaminESustainableGentleFaceWashforAllSkinTypes11.jpg"
329,329,cleanser,https://www.myntra.com/face-wash-and-cleanser/the-body-shop/the-body-shop-vitamin-e-sustainable-gentle-face-wash-for-all-skin-types-125-ml/1677293/buy,the body shop,vitamin e sustainable gentle face wash for all skin types 125 ml,₹ 633,all,"hydration,acne,blemishes,","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/1677293/2021/8/11/53e285ab-1a1a-4169-921d-fbb59999d3fa1628671377972THEBODYSHOPVitaminESustainableGentleFaceWashforAllSkinTypes11.jpg"
330,330,cleanser,https://www.myntra.com/face-wash-and-cleanser/neutrogena/neutrogena-deep-clean-facial-cleanser-for-normal-to-oily-skin---200-ml/2427952/buy,neutrogena,deep clean facial cleanser for normal to oily skin - 200 ml,₹ 396,oily,"general care,excess oil,pore care","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2427952/2018/3/13/11520928871887-Neutrogena-Unisex-Deep-Clean-Facial-Cleanser-200-ml-731520928871854-1.jpg"
331,331,cleanser,https://www.myntra.com/face-wash-and-cleanser/azani-active-care/azani-active-care-acne-clarifying-1-salicylic-acid-cleanser----100-ml/15322562/buy,azani active care,acne clarifying 1% salicylic acid cleanser - 100 ml,₹ 267,all,"acne,blemishes,excess oil,pore care","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15322562/2021/8/31/40d3de20-807b-42f7-9294-ae9559525a221630417844915AzaniActiveCare1SalicylicAcidFaceWashForAcneProneOilySkin1.jpg"
332,332,cleanser,https://www.myntra.com/face-wash-and-cleanser/neutrogena/neutrogena-unisex-pack-of-2-deep-clean-facial-cleanser-50-ml/7037927/buy,neutrogena,unisex pack of 2 deep clean facial cleanser 50 ml,₹ 221,oily,"pore care,excess oil,","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/7037927/2018/7/31/1cf4e092-827f-4e58-9054-44c1cab37d9a1533027815790-Neutrogena-Unisex-Pack-Of-2-Deep-Clean-Facial-Cleanser-50-ml-3191533027815753-1.jpg"
333,333,cleanser,https://www.myntra.com/face-wash-and-cleanser/beardo/beardo-men-turmeric-face-wash-100-g/11076100/buy,beardo,men turmeric face wash 100 g,₹ 157,all,"tan removal,deep nourishment,excess oil","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11076100/2020/2/27/4f56a3c0-aca7-416c-bdbd-89a0b41c87461582799278443-BEARDO-Men-Face-Wash-and-Cleanser-8191582799278175-1.jpg"
334,334,cleanser,https://www.myntra.com/face-wash-and-cleanser/ponds/ponds-pure-white-anti-pollution-activated-charcoal-face-wash-200-gm/4452075/buy,ponds,pond's pure white anti pollution activated charcoal face wash 200 gm,₹ 285,normal,"general care,,","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/4452075/2021/5/12/6bd74c99-7a24-4af7-8c0b-3386b1eeb58d1620809474130-Ponds-Pure-White-Anti-Pollution-Activated-Charcoal-Face-Wash-1.jpg"
