,Unnamed: 0,label,url,brand,name,price,skin type,skin tone,img
116,145,primer,https://www.myntra.com/foundation-and-primer/wet-n-wild/wet-n-wild-sustainable-set-of-2-primer/7764349/buy,wet n wild,sustainable set of 2 primer,₹ 908,all,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/7764349/2020/10/10/91671ca0-4825-4ff5-ae19-519eb6a106241602268983966WetnWildSustainableSetof2Primer1.jpg"
117,150,primer,https://www.myntra.com/foundation-and-primer/benefit-cosmetics/benefits-cosmetics-that-gal-brightening-face-primer---silky-pink/14411458/buy,benefit cosmetics,benefits cosmetics that gal brightening face primer - silky pink,₹ 3000,normal,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14411458/2021/6/9/6b2c3de6-830a-47bc-beb9-04db18c657891623245945781-That-Gal-Brightening-Face-Primer-711623245945520-1.jpg"
118,153,primer,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-set-of-photo-finish-minimize-pores--reduce-redness-primers/14708656/buy,smashbox,set of photo finish minimize pores & reduce redness primers,₹ 1980,all,fair to light,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14708656/2021/7/1/0fee8448-1c7b-4d56-9a03-ca64b3a983521625120024009-Smashbox-Women-Foundation-and-Primer-3151625120023846-1.jpg"
119,154,primer,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-set-of-photo-finish-minimize-pores--oil--shine-control-primers/14708654/buy,smashbox,set of photo finish minimize pores & oil & shine control primers,₹ 1980,all,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14708654/2021/7/1/ee79c0a6-7678-49b1-ac51-b734a4fe403c1625119994321-Smashbox-Women-Foundation-and-Primer-2761625119994172-1.jpg"
120,155,primer,https://www.myntra.com/foundation-and-primer/inglot/inglot-nude-mattifying-under-makeup-base-primer-30-ml/11801048/buy,inglot,nude mattifying under makeup base primer 30 ml,₹ 1752,all,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11801048/2020/4/16/c41de642-e806-4cf1-9c87-d3379686c94a1587015187276INGLOT1.jpg"
121,156,primer,https://www.myntra.com/foundation-and-primer/benefit-cosmetics/benefit-cosmetics-the-porefessional-hydrate-primer/14411300/buy,benefit cosmetics,the porefessional hydrate primer,₹ 3300,all,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14411300/2021/6/9/c06a79bf-3374-4b59-b316-779e1c6fb0951623244670601-The-POREfessional-Hydrating-Primer-3601623244670460-1.jpg"
122,157,primer,https://www.myntra.com/foundation-and-primer/shiseido/shiseido-waso-poreless-matte-primer-20-ml/11156688/buy,shiseido,waso poreless matte primer 20 ml,₹ 2500,all,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11156688/2020/1/20/41280be4-c071-4302-8cf8-3cc87f28addb1579516675540-SHISEIDO-Waso-Poreless-Matte-Primer-20-ml-1751579516675025-1.jpg"
123,162,primer,https://www.myntra.com/foundation-and-primer/benefit-cosmetics/benefit-cosmetics-the-porefessional-hydrate-primer-mini/14411462/buy,benefit cosmetics,the porefessional hydrate primer mini,₹ 1240,all,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14411462/2021/6/25/c3d2bf6c-448b-438b-bb91-4c881517d3511624595563639-Benefit-Cosmetics-The-POREfessional-Hydrate-Primer-Mini-8031-15.jpg"
124,163,primer,https://www.myntra.com/foundation-and-primer/makeup-revolution-london/makeup-revolution-london-illuminating-fixing-spray--blush-set/5671331/buy,makeup revolution london,illuminating fixing spray & blush set,₹ 2024,all,fair to light,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/5671331/2018/5/11/3d81db70-e147-43cd-9cce-0018a26e3b871526021486395-Makeup-Revolution-London-Women-Foundation-and-Primer-2141526021486351-1.jpg"
125,164,primer,https://www.myntra.com/foundation-and-primer/shiseido/shiseido-women-spf-15-glow-enhancing-primer-30-ml/2378863/buy,shiseido,women spf 15 glow enhancing primer 30 ml,₹ 2450,normal,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2378863/2018/3/24/11521874991942-SHISEIDO-Women-Foundation-and-Primer-4571521874991930-1.jpg"
126,165,primer,https://www.myntra.com/foundation-and-primer/benefit-cosmetics/benefit-cosmetics-the-porefessional-matte-rescue-gel-primer-mini-/14411298/buy,benefit cosmetics,the porefessional matte rescue gel primer mini,₹ 1240,all,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14411298/2021/6/25/0c59843a-895a-4487-aa32-c251b0bee9091624595520838-Benefit-Cosmetics-The-POREfessional-Matte-Rescue-Gel-Primer--15.jpg"
127,166,primer,https://www.myntra.com/foundation-and-primer/faces-canada/faces-canada-ultime-pro-perfecting-primer-30ml/1605275/buy,faces canada,ultime pro perfecting primer 30ml,₹ 719,all,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/1605275/2021/6/19/80125a2b-b7e2-4132-9170-93bd5ad7b3db1624081783069-FACES-CANADA-Ultime-Pro-Perfecting-Primer-30ml-2016240817827-1.jpg"
128,167,primer,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-photo-finish-primer-water-116-ml/12278958/buy,smashbox,photo finish primer water 116 ml,₹ 1990,all,light to medium,"https://assets.myntassets.com/h_1136,q_90,w_852/v1/assets/images/12278958/2020/9/24/2835f481-d143-4da6-aa87-8cefd00e324a1600931804055-Photo-Finish-Primer-Water-4461600931803981-1.jpg"
129,168,primer,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-halo-healthy-glow-all-in-1-primer/13356428/buy,smashbox,halo healthy glow all in 1 primer,₹ 2650,normal,fair to light,"https://assets.myntassets.com/h_1136,q_90,w_852/v1/assets/images/13356428/2021/3/18/d8392ac6-92a1-4079-acdf-c4149a4a97d41616045549828-Smashbox-Women-Foundation-and-Primer-521616045549720-1.jpg"
130,169,primer,https://www.myntra.com/foundation-and-primer/faces-canada/faces-canada-ultime-pro-primerizer-primer--moisturizer---30-g/10699656/buy,faces canada,ultime pro primerizer primer + moisturizer - 30 g,₹ 599,all,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/10699656/2020/7/22/bac3bd42-1fb6-43d2-8b43-6520012abd6a1595425943318FacesCanadaUltimeProPrimerizerPrimerMoisturizer30g1.jpg"
131,170,primer,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-the-original-photo-finish-smooth--blur-primer-30-ml/12278900/buy,smashbox,the original photo finish smooth blur primer 30 ml,₹ 3050,all,light to medium,"https://assets.myntassets.com/h_1136,q_90,w_852/v1/assets/images/12278900/2020/9/15/efca1be9-7d72-483d-a354-9e4b14c3031e1600175308024TheOriginalPhotoFinishSmoothBlurPrimer1.jpg"
132,171,primer,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-women-photo-finish-primer-30-ml/12278932/buy,smashbox,women photo finish primer 30 ml,₹ 3350,all,fair to light,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/12278932/2020/9/16/8c0037c8-004a-4952-bca0-3a8ec72db5ef1600234696854-smashbox-Women-Photo-Finish-Primer-30-ml-9691600234696616-1.jpg"
133,172,primer,https://www.myntra.com/foundation-and-primer/faces-canada/faces-canada-vitamin-rich-primer-15-gm/14545282/buy,faces canada,vitamin rich primer 15 gm,₹ 559,all,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2021/6/16/a32c019f-e3bd-4b98-a672-bd8fb53d28ef1623843009878-1.jpg"
134,173,primer,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-photo-finish-oil--shine-control-primer-8-ml/13125244/buy,smashbox,photo finish oil & shine control primer 8 ml,₹ 990,normal,light to medium,"https://assets.myntassets.com/h_1136,q_90,w_852/v1/assets/images/13125244/2020/12/1/76e464ee-7460-46a1-814a-ce346f71ba341606833295196-Smashbox-Women-Foundation-and-Primer-4211606833295023-1.jpg"
135,174,primer,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-photo-finish-oil--shine-control-primer-30-ml/12278918/buy,smashbox,photo finish oil shine control primer 30 ml,₹ 3050,oily,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/12278918/2020/9/3/f8783d3d-a989-4d93-991c-357364be2ff91599132154952PhotoFinishOilShineControlPrimer1.jpg"
136,175,primer,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-the-original-photo-finish-smooth--blur-primer-8-ml/13125242/buy,smashbox,the original photo finish smooth & blur primer 8 ml,₹ 990,all,light to medium,"https://assets.myntassets.com/h_1136,q_90,w_852/v1/assets/images/13125242/2020/12/1/4900a986-fa6e-4681-9102-f5366c9965141606833288128-Smashbox-Women-Foundation-and-Primer-8281606833287985-1.jpg"
137,176,primer,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-the-original-photo-finish-smooth--blur-primer--travel-size-12-ml/12278914/buy,smashbox,the original photo finish smooth blur primer- travel size 12 ml,₹ 1450,all,light to medium,"https://assets.myntassets.com/h_1136,q_90,w_852/v1/assets/images/12278914/2020/9/15/53cb4cbf-07c6-47b3-9dd2-c1d8e29db5361600175305849Travel-SizeTheOriginalPhotoFinishSmoothBlurPrimer1.jpg"
138,177,primer,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-photo-finish-pore-minimizing-travel-size-primer-12-ml/12278930/buy,smashbox,photo finish pore minimizing travel size primer 12 ml,₹ 1450,oily,light to medium,"https://assets.myntassets.com/h_1136,q_90,w_852/v1/assets/images/12278930/2020/9/15/642c959e-8e34-4f59-bd3c-dc4b22b6896f1600175303930Travel-SizePhotoFinishPoreMinimizingPrimer1.jpg"
139,178,primer,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-women-travel-size-photo-finish-primer-15-ml/12278942/buy,smashbox,women travel size photo finish primer 15 ml,₹ 1750,all,fair to light,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/12278942/2020/9/3/fa249715-2764-4766-a3fd-2bf004d7c6f51599148278547Travel-SizePhotoFinishPrimerizer1.jpg"
140,179,primer,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-photo-finish-minimize-pores-primer-8-ml/13125238/buy,smashbox,photo finish minimize pores primer 8 ml,₹ 990,all,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/13125238/2020/12/1/fefce6e7-8bab-4bd3-89ff-8a6ff4905eef1606833252269-Smashbox-Women-Foundation-and-Primer-2811606833251979-1.jpg"
141,180,primer,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-women-photo-finish-minimize-pores-primer-30-ml/12278924/buy,smashbox,women photo finish minimize pores primer 30 ml,₹ 3300,oily,fair to light,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/12278924/2020/10/27/600a609b-003f-4410-9e22-4f390b8172c71603799625520-Smashbox-Women-Photo-Finish-Minimize-Pores-Primer-30-ml-4651-1.jpg"
142,181,primer,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-halo-healthy-glow-all-in-1-primer-with-spf-25---light-neutral/13356424/buy,smashbox,halo healthy glow all in 1 primer with spf 25 - light neutral,₹ 2650,all,light to medium,"https://assets.myntassets.com/h_1136,q_90,w_852/v1/assets/images/13356424/2021/3/18/ceb499f8-2d31-4ea8-b1d9-62cc148054d51616045529193-Smashbox-Women-Foundation-and-Primer-7061616045529119-1.jpg"
143,182,primer,https://www.myntra.com/foundation-and-primer/bobbi-brown/bobbi-brown-mini-vitamin-enriched-face-base-7-ml/12097794/buy,bobbi brown,mini vitamin enriched face base 7 ml,₹ 990,all,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/12097794/2021/3/15/2bcb5cc0-900b-4447-bea4-857de178f2ee1615785978017-Bobbi-Brown-Mini-Vitamin-Enriched-Face-Base-7-ml-39216157859-1.jpg"
144,183,primer,https://www.myntra.com/foundation-and-primer/benefit-cosmetics/benefit-cosmetics-the-porefessional-pore-primer-mini/14411410/buy,benefit cosmetics,the porefessional pore primer mini,₹ 1240,normal,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14411410/2021/6/25/6b94a49a-59df-4120-b229-4005259048141624595554032-Benefit-Cosmetics-The-POREfessional-Pore-Primer-Mini-4141624-15.jpg"
145,184,primer,https://www.myntra.com/foundation-and-primer/bobbi-brown/bobbi-brown-vitamin-enriched-face-base-for-normal-to-oily-skin-50-ml/9590793/buy,bobbi brown,vitamin enriched face base for normal to oily skin 50 ml,₹ 5800,all,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/9590793/2020/1/14/fbef1afe-d715-427e-9c41-d272fd6aed421578988608345-Bobbi-Brown-Women-Foundation-and-Primer-5141578988608048-1.jpg"
146,185,primer,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-vitamin-glow-primer/12852804/buy,smashbox,vitamin glow primer,₹ 3050,normal,light to medium,"https://assets.myntassets.com/h_1136,q_90,w_852/v1/assets/images/12852804/2020/12/11/3a6c55ec-9c0b-474a-8b7b-38841459758d1607672503632-VITAMIN-GLOW-PRIMER-4641607672503525-1.jpg"
147,186,primer,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-vitamin-glow-primer---travel/12852810/buy,smashbox,vitamin glow primer - travel,₹ 1590,all,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/12852810/2020/11/4/7af5ef8e-32a2-4d06-af18-c80fabdabeba1604461273613-VITAMIN-GLOW-PRIMER---TRAVEL-3411604461273228-1.jpg"
148,187,primer,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-set-of-3-photo-phinish-primer/12852806/buy,smashbox,set of 3 photo phinish primer,₹ 2900,normal,light to medium,"https://assets.myntassets.com/h_1136,q_90,w_852/v1/assets/images/12852806/2020/11/4/2d99d3ef-f226-4921-a6de-18f191c619191604461262120-PHOTO-FINISH-PRIMER-TRIO-7691604461261882-1.jpg"
149,188,primer,https://www.myntra.com/foundation-and-primer/benefit-cosmetics/benefit-cosmetics-women-the-porefessional-face-primer-22-ml/14411296/buy,benefit cosmetics,women the porefessional face primer 22 ml,₹ 3300,normal,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14411296/2021/6/9/f5e404a4-0efb-4149-8d1e-a2f5555642011623244649088-The-POREfessional-Face-Primer-7921623244648933-1.jpg"
150,189,primer,https://www.myntra.com/foundation-and-primer/benefit-cosmetics/benefit-cosmetics-the-porefessional-pearl-face-primer-mini-75-ml/14411342/buy,benefit cosmetics,the porefessional pearl face primer mini 7.5 ml,₹ 1240,normal,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14411342/2021/6/25/9aa48a6c-e1a2-4b62-b3ab-71061a0394751624595533048-Benefit-Cosmetics-The-POREfessional-Pearl-Face-Primer-Mini-7-15.jpg"
151,190,primer,https://www.myntra.com/foundation-and-primer/benefit-cosmetics/benefits-cosmetics-that-gal-brightening-face-primer---silky-pink/14411458/buy,benefit cosmetics,benefits cosmetics that gal brightening face primer - silky pink,₹ 3000,normal,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14411458/2021/6/9/6b2c3de6-830a-47bc-beb9-04db18c657891623245945781-That-Gal-Brightening-Face-Primer-711623245945520-1.jpg"
152,191,primer,https://www.myntra.com/foundation-and-primer/benefit-cosmetics/benefit-cosmetics-the-porefessional-hydrate-primer/14411300/buy,benefit cosmetics,the porefessional hydrate primer,₹ 3300,all,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14411300/2021/6/9/c06a79bf-3374-4b59-b316-779e1c6fb0951623244670601-The-POREfessional-Hydrating-Primer-3601623244670460-1.jpg"
153,192,primer,https://www.myntra.com/foundation-and-primer/benefit-cosmetics/benefit-cosmetics-the-porefessional-hydrate-primer-mini/14411462/buy,benefit cosmetics,the porefessional hydrate primer mini,₹ 1240,all,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14411462/2021/6/25/c3d2bf6c-448b-438b-bb91-4c881517d3511624595563639-Benefit-Cosmetics-The-POREfessional-Hydrate-Primer-Mini-8031-15.jpg"
154,193,primer,https://www.myntra.com/foundation-and-primer/benefit-cosmetics/benefit-cosmetics-the-porefessional-matte-rescue-gel-primer-mini-/14411298/buy,benefit cosmetics,the porefessional matte rescue gel primer mini,₹ 1240,all,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14411298/2021/6/25/0c59843a-895a-4487-aa32-c251b0bee9091624595520838-Benefit-Cosmetics-The-POREfessional-Matte-Rescue-Gel-Primer--15.jpg"
155,194,primer,https://www.myntra.com/foundation-and-primer/faces-canada/faces-canada-ultime-pro-perfecting-primer-30ml/1605275/buy,faces canada,ultime pro perfecting primer 30ml,₹ 719,all,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/1605275/2021/6/19/80125a2b-b7e2-4132-9170-93bd5ad7b3db1624081783069-FACES-CANADA-Ultime-Pro-Perfecting-Primer-30ml-2016240817827-1.jpg"
156,195,primer,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-photo-finish-primer-water-116-ml/12278958/buy,smashbox,photo finish primer water 116 ml,₹ 1990,all,light to medium,"https://assets.myntassets.com/h_1136,q_90,w_852/v1/assets/images/12278958/2020/9/24/2835f481-d143-4da6-aa87-8cefd00e324a1600931804055-Photo-Finish-Primer-Water-4461600931803981-1.jpg"
157,196,primer,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-halo-healthy-glow-all-in-1-primer/13356428/buy,smashbox,halo healthy glow all in 1 primer,₹ 2650,normal,fair to light,"https://assets.myntassets.com/h_1136,q_90,w_852/v1/assets/images/13356428/2021/3/18/d8392ac6-92a1-4079-acdf-c4149a4a97d41616045549828-Smashbox-Women-Foundation-and-Primer-521616045549720-1.jpg"
158,197,primer,https://www.myntra.com/foundation-and-primer/faces-canada/faces-canada-ultime-pro-primerizer-primer--moisturizer---30-g/10699656/buy,faces canada,ultime pro primerizer primer + moisturizer - 30 g,₹ 599,all,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/10699656/2020/7/22/bac3bd42-1fb6-43d2-8b43-6520012abd6a1595425943318FacesCanadaUltimeProPrimerizerPrimerMoisturizer30g1.jpg"
159,198,primer,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-the-original-photo-finish-smooth--blur-primer-30-ml/12278900/buy,smashbox,the original photo finish smooth blur primer 30 ml,₹ 3050,all,light to medium,"https://assets.myntassets.com/h_1136,q_90,w_852/v1/assets/images/12278900/2020/9/15/efca1be9-7d72-483d-a354-9e4b14c3031e1600175308024TheOriginalPhotoFinishSmoothBlurPrimer1.jpg"
160,199,primer,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-women-photo-finish-primer-30-ml/12278932/buy,smashbox,women photo finish primer 30 ml,₹ 3350,all,fair to light,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/12278932/2020/9/16/8c0037c8-004a-4952-bca0-3a8ec72db5ef1600234696854-smashbox-Women-Photo-Finish-Primer-30-ml-9691600234696616-1.jpg"
161,200,primer,https://www.myntra.com/foundation-and-primer/faces-canada/faces-canada-vitamin-rich-primer-15-gm/14545282/buy,faces canada,vitamin rich primer 15 gm,₹ 559,all,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2021/6/16/a32c019f-e3bd-4b98-a672-bd8fb53d28ef1623843009878-1.jpg"
162,201,primer,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-photo-finish-oil--shine-control-primer-8-ml/13125244/buy,smashbox,photo finish oil & shine control primer 8 ml,₹ 990,normal,light to medium,"https://assets.myntassets.com/h_1136,q_90,w_852/v1/assets/images/13125244/2020/12/1/76e464ee-7460-46a1-814a-ce346f71ba341606833295196-Smashbox-Women-Foundation-and-Primer-4211606833295023-1.jpg"
163,202,primer,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-photo-finish-oil--shine-control-primer-30-ml/12278918/buy,smashbox,photo finish oil shine control primer 30 ml,₹ 3050,oily,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/12278918/2020/9/3/f8783d3d-a989-4d93-991c-357364be2ff91599132154952PhotoFinishOilShineControlPrimer1.jpg"
164,203,primer,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-the-original-photo-finish-smooth--blur-primer-8-ml/13125242/buy,smashbox,the original photo finish smooth & blur primer 8 ml,₹ 990,all,light to medium,"https://assets.myntassets.com/h_1136,q_90,w_852/v1/assets/images/13125242/2020/12/1/4900a986-fa6e-4681-9102-f5366c9965141606833288128-Smashbox-Women-Foundation-and-Primer-8281606833287985-1.jpg"
165,204,primer,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-the-original-photo-finish-smooth--blur-primer--travel-size-12-ml/12278914/buy,smashbox,the original photo finish smooth blur primer- travel size 12 ml,₹ 1450,all,light to medium,"https://assets.myntassets.com/h_1136,q_90,w_852/v1/assets/images/12278914/2020/9/15/53cb4cbf-07c6-47b3-9dd2-c1d8e29db5361600175305849Travel-SizeTheOriginalPhotoFinishSmoothBlurPrimer1.jpg"
166,205,primer,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-photo-finish-pore-minimizing-travel-size-primer-12-ml/12278930/buy,smashbox,photo finish pore minimizing travel size primer 12 ml,₹ 1450,oily,light to medium,"https://assets.myntassets.com/h_1136,q_90,w_852/v1/assets/images/12278930/2020/9/15/642c959e-8e34-4f59-bd3c-dc4b22b6896f1600175303930Travel-SizePhotoFinishPoreMinimizingPrimer1.jpg"
167,206,primer,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-women-travel-size-photo-finish-primer-15-ml/12278942/buy,smashbox,women travel size photo finish primer 15 ml,₹ 1750,all,fair to light,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/12278942/2020/9/3/fa249715-2764-4766-a3fd-2bf004d7c6f51599148278547Travel-SizePhotoFinishPrimerizer1.jpg"
168,207,primer,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-photo-finish-minimize-pores-primer-8-ml/13125238/buy,smashbox,photo finish minimize pores primer 8 ml,₹ 990,all,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/13125238/2020/12/1/fefce6e7-8bab-4bd3-89ff-8a6ff4905eef1606833252269-Smashbox-Women-Foundation-and-Primer-2811606833251979-1.jpg"
169,208,primer,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-women-photo-finish-minimize-pores-primer-30-ml/12278924/buy,smashbox,women photo finish minimize pores primer 30 ml,₹ 3300,oily,fair to light,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/12278924/2020/10/27/600a609b-003f-4410-9e22-4f390b8172c71603799625520-Smashbox-Women-Photo-Finish-Minimize-Pores-Primer-30-ml-4651-1.jpg"
170,209,primer,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-halo-healthy-glow-all-in-1-primer-with-spf-25---light-neutral/13356424/buy,smashbox,halo healthy glow all in 1 primer with spf 25 - light neutral,₹ 2650,all,light to medium,"https://assets.myntassets.com/h_1136,q_90,w_852/v1/assets/images/13356424/2021/3/18/ceb499f8-2d31-4ea8-b1d9-62cc148054d51616045529193-Smashbox-Women-Foundation-and-Primer-7061616045529119-1.jpg"
171,210,primer,https://www.myntra.com/foundation-and-primer/bobbi-brown/bobbi-brown-mini-vitamin-enriched-face-base-7-ml/12097794/buy,bobbi brown,mini vitamin enriched face base 7 ml,₹ 990,all,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/12097794/2021/3/15/2bcb5cc0-900b-4447-bea4-857de178f2ee1615785978017-Bobbi-Brown-Mini-Vitamin-Enriched-Face-Base-7-ml-39216157859-1.jpg"
172,211,primer,https://www.myntra.com/foundation-and-primer/benefit-cosmetics/benefit-cosmetics-the-porefessional-pore-primer-mini/14411410/buy,benefit cosmetics,the porefessional pore primer mini,₹ 1240,normal,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14411410/2021/6/25/6b94a49a-59df-4120-b229-4005259048141624595554032-Benefit-Cosmetics-The-POREfessional-Pore-Primer-Mini-4141624-15.jpg"
173,212,primer,https://www.myntra.com/foundation-and-primer/bobbi-brown/bobbi-brown-vitamin-enriched-face-base-for-normal-to-oily-skin-50-ml/9590793/buy,bobbi brown,vitamin enriched face base for normal to oily skin 50 ml,₹ 5800,all,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/9590793/2020/1/14/fbef1afe-d715-427e-9c41-d272fd6aed421578988608345-Bobbi-Brown-Women-Foundation-and-Primer-5141578988608048-1.jpg"
174,213,primer,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-vitamin-glow-primer/12852804/buy,smashbox,vitamin glow primer,₹ 3050,normal,light to medium,"https://assets.myntassets.com/h_1136,q_90,w_852/v1/assets/images/12852804/2020/12/11/3a6c55ec-9c0b-474a-8b7b-38841459758d1607672503632-VITAMIN-GLOW-PRIMER-4641607672503525-1.jpg"
175,214,primer,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-vitamin-glow-primer---travel/12852810/buy,smashbox,vitamin glow primer - travel,₹ 1590,all,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/12852810/2020/11/4/7af5ef8e-32a2-4d06-af18-c80fabdabeba1604461273613-VITAMIN-GLOW-PRIMER---TRAVEL-3411604461273228-1.jpg"
176,215,primer,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-set-of-3-photo-phinish-primer/12852806/buy,smashbox,set of 3 photo phinish primer,₹ 2900,normal,light to medium,"https://assets.myntassets.com/h_1136,q_90,w_852/v1/assets/images/12852806/2020/11/4/2d99d3ef-f226-4921-a6de-18f191c619191604461262120-PHOTO-FINISH-PRIMER-TRIO-7691604461261882-1.jpg"
177,216,primer,https://www.myntra.com/foundation-and-primer/benefit-cosmetics/benefit-cosmetics-women-the-porefessional-face-primer-22-ml/14411296/buy,benefit cosmetics,women the porefessional face primer 22 ml,₹ 3300,normal,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14411296/2021/6/9/f5e404a4-0efb-4149-8d1e-a2f5555642011623244649088-The-POREfessional-Face-Primer-7921623244648933-1.jpg"
178,217,primer,https://www.myntra.com/foundation-and-primer/benefit-cosmetics/benefit-cosmetics-the-porefessional-pearl-face-primer-mini-75-ml/14411342/buy,benefit cosmetics,the porefessional pearl face primer mini 7.5 ml,₹ 1240,normal,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14411342/2021/6/25/9aa48a6c-e1a2-4b62-b3ab-71061a0394751624595533048-Benefit-Cosmetics-The-POREfessional-Pearl-Face-Primer-Mini-7-15.jpg"
179,218,primer,https://www.myntra.com/foundation-and-primer/benefit-cosmetics/benefits-cosmetics-that-gal-brightening-face-primer---silky-pink/14411458/buy,benefit cosmetics,benefits cosmetics that gal brightening face primer - silky pink,₹ 3000,normal,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14411458/2021/6/9/6b2c3de6-830a-47bc-beb9-04db18c657891623245945781-That-Gal-Brightening-Face-Primer-711623245945520-1.jpg"
180,219,primer,https://www.myntra.com/foundation-and-primer/benefit-cosmetics/benefit-cosmetics-the-porefessional-hydrate-primer/14411300/buy,benefit cosmetics,the porefessional hydrate primer,₹ 3300,all,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14411300/2021/6/9/c06a79bf-3374-4b59-b316-779e1c6fb0951623244670601-The-POREfessional-Hydrating-Primer-3601623244670460-1.jpg"
