label,url,brand,name,price,skin type,spf,concern,concern 2,concern 3,key ingredient,formulation
face-moisturisers,https://www.myntra.com/face-moisturisers/ponds/ponds-set-of-non-oily-light--super-light-gel-oil-free-moisturisers/15062284/buy,Ponds,Set of Non-Oily Light & Super Light Gel Oil Free Moisturisers,₹ 320,All,,General Care,,,Vitamin E,Cream
face-moisturisers,https://www.myntra.com/face-moisturisers/plum/plum-set-of-toner--face-moisturiser/13538884/buy,Plum,Set of Toner & Face Moisturiser,₹ 664,Oily,,Acne or Blemishes,Blackheads and Whiteheads,Excess Oil,Green Tea,Cream
face-moisturisers,https://www.myntra.com/face-moisturisers/forest-essentials/forest-essentials-night-treatment-cream-jasmine--patchouli-50g-/12529664/buy,Forest Essentials,Night Treatment Cream Jasmine & Patchouli 50g,₹ 2895,Combination,,General Care,Softening and Smoothening,Pore Care,Vitamin C,Cream
face-moisturisers,https://www.myntra.com/face-moisturisers/biotique/biotique-unisex-sustainable-set-of-nourishing-night-cream--anti-fatigue-eye-gel/13538498/buy,Biotique,Unisex Sustainable Set of Nourishing Night Cream & Anti-Fatigue Eye Gel,₹ 278,All,,Dryness,Deep Nourishment,Dryness,Almond Oil,Cream
face-moisturisers,https://www.myntra.com/face-moisturisers/ponds/ponds-set-of-2-super-non-oily-fresh-feel-moisturiser/14465934/buy,Ponds,Set Of 2 Super Non-Oily Fresh Feel Moisturiser,₹ 403,All,15 to 30,General Care,,,,Cream
face-moisturisers,https://www.myntra.com/face-moisturisers/lotus-herbals/lotus-herbals-sustainable--whiteglow-whitening--brightening-nourishing-night-creme-60g/95942/buy,Lotus Herbals,Sustainable Whiteglow Whitening Brightening Nourishing Night Creme 60g,₹ 276,All,,Pigmentation,,,,Cream
face-moisturisers,https://www.myntra.com/face-moisturisers/olay/olay-anti-ageing-micro-sculpting-cream--women-regenerist--anti-ageing-night-skin-cream/15062026/buy,Olay,Anti-Ageing Micro-Sculpting Cream & Women Regenerist Anti-Ageing Night Skin Cream,₹ 2850,Dry,15 to 30,Fine Lines and Wrinkles,Deep Nourishment,Dark Spots,,Cream
face-moisturisers,https://www.myntra.com/face-moisturisers/the-face-shop/the-face-shop-unisex-pomegranate--collagen-volume-lifting-emulsion-140-ml/9113685/buy,The Face Shop,Unisex Pomegranate & Collagen Volume Lifting Emulsion 140 ml,₹ 1572,All,,Dryness,Deep Nourishment,,Collagen,Lotion
face-moisturisers,https://www.myntra.com/face-moisturisers/kama-ayurveda/kama-ayurveda-sustainable-men-skin-brightening-night-cream-50-g/10611226/buy,KAMA AYURVEDA,Sustainable Men Skin Brightening Night Cream 50 g,₹ 1975,All,,Pigmentation,Dark Spots,Softening and Smoothening,Saffron,Cream
face-moisturisers,https://www.myntra.com/face-moisturisers/vlcc/vlcc-skin-defence-normal-to-dry-skin-honey-moisturizer-100-ml/10000857/buy,VLCC,Skin Defence Normal To Dry Skin Honey Moisturizer 100 ml,₹ 260,Normal,,General Care,Softening and Smoothening,Deep Nourishment,Honey,Lotion
face-moisturisers,https://www.myntra.com/face-moisturisers/the-moms-co/the-moms-co-natural-vita-rich-day--night-sustainable-face-cream-50-ml/11021420/buy,The Moms Co.,Natural Vita Rich Day & Night Sustainable Face Cream 50 ml,₹ 552,All,15 to 30,Fine Lines and Wrinkles,Blackheads and Whiteheads,Pigmentation,Hyaluronic Acid,Cream
cleanser,https://www.myntra.com/face-wash-and-cleanser/lakme/lakme-absolute-perfect-radiance-skin-lightening-face-wash---50-g/4384875/buy,Lakme,Absolute Perfect Radiance Skin Lightening Face Wash - 50 g,₹ 112,All,,Lightening,Dark Spots,Acne or Blemishes,,Cream
cleanser,https://www.myntra.com/face-wash-and-cleanser/biotique/biotique-bio-white-advanced-fairness-sustainable-face-wash---100-ml/2432715/buy,Biotique,Bio White Advanced Fairness Sustainable Face Wash - 100 ml,₹ 70,All,,Dull Skin,Uneven Skin Tone,Daily Use,Honey,Cream
cleanser,https://www.myntra.com/face-wash-and-cleanser/mamaearth/mamaearth-vitamin-c-face-wash-with-turmeric-for-skin-illumination-100-ml/12087900/buy,Mamaearth,Vitamin C Face Wash with Turmeric for Skin Illumination 100 ml,₹ 224,All,,Lightening,Pore Care,Pigmentation,Vitamin C,Cream
cleanser,https://www.myntra.com/face-wash-and-cleanser/garnier/garnier-men-power-white-anti-dark-cells-fairness-face-wash-100-g/7337612/buy,Garnier,Men Power White Anti-Dark Cells Fairness Face Wash 100 g,₹ 152,All,,General Care,,,,Cream
cleanser,https://www.myntra.com/face-wash-and-cleanser/plum/plum-charcoal-do-the-detox-face-wash-100ml/15450030/buy,Plum,Charcoal Do-the-Detox Face Wash-100ml,₹ 240,All,,Pore Care,Daily Use,Tan Removal,Charcoal,Gel
cleanser,https://www.myntra.com/face-wash-and-cleanser/lotus-herbals/lotus-herbals-sustainable-whiteglow-3-in-1-deep-cleansing-skin-whitening-facial-foam-50-g/57755/buy,Lotus Herbals,Sustainable WhiteGlow 3-in-1 Deep Cleansing Skin Whitening Facial Foam 50 g,₹ 116,All,,Lightening,Dull Skin,,Aloe Vera,Cream
cleanser,https://www.myntra.com/face-wash-and-cleanser/biotique/biotique-bio-white-advanced-fairness-sustainable-face-wash-200-ml/9314855/buy,Biotique,Bio White Advanced Fairness Sustainable Face Wash 200 ml,₹ 141,All,,Dull Skin,Uneven Skin Tone,Daily Use,Honey,Cream
cleanser,https://www.myntra.com/face-wash-and-cleanser/lakme/lakme-blush--glow-strawberry-gel-face-wash-with-100-real-strawberry-extract-100g/153915/buy,Lakme,Blush & Glow Strawberry Gel Face Wash With 100% Real Strawberry Extract 100g,₹ 150,All,,General Care,Daily Use,,,Gel
cleanser,https://www.myntra.com/face-wash-and-cleanser/mamaearth/mamaearth-sustainable-ubtan-face-wash-with-turmeric--saffron-for-tan-removal-100-ml/11081560/buy,Mamaearth,Sustainable Ubtan Face Wash with Turmeric & Saffron for Tan Removal 100 ml,₹ 224,Normal,,Lightening,Tan Removal,Softening and Smoothening,Turmeric,Cream
cleanser,https://www.myntra.com/face-wash-and-cleanser/biotique/biotique-bio-papaya-visibly-flawless-skin-sustainable-face-wash---100-ml/2432717/buy,Biotique,Bio Papaya Visibly Flawless Skin Sustainable Face Wash - 100 ml,₹ 70,All,,General Care,Dull Skin,Uneven Skin Tone,Papaya,Gel
cleanser,https://www.myntra.com/face-wash-and-cleanser/garnier/garnier-skin-naturals-micellar-cleansing-water-125-ml/6610914/buy,Garnier,Skin Naturals Micellar Cleansing Water 125 ml,₹ 139,All,,General Care,,,Glycolic Acid,Gel
cleanser,https://www.myntra.com/face-wash-and-cleanser/himalaya/himalaya-purifying-neem-face-wash-200ml/6628423/buy,Himalaya,Purifying Neem Face Wash 200ml,₹ 152,Normal,,Acne or Blemishes,General Care,Pigmentation,Neem,Gel
cleanser,https://www.myntra.com/face-wash-and-cleanser/biotique/biotique-bio-pack-of-2-papaya-exfoliating-face-wash/9314861/buy,Biotique,Bio Pack of 2 Papaya Exfoliating Face Wash,₹ 118,All,,General Care,Dull Skin,Uneven Skin Tone,Papaya,Gel
cleanser,https://www.myntra.com/face-wash-and-cleanser/mamaearth/mamaearth-vitamin-c-foaming-face-wash-with-turmeric-for-skin-illumination-150-ml/12729796/buy,Mamaearth,Vitamin C Foaming Face Wash with Turmeric for Skin Illumination 150 ml,₹ 359,All,,Lightening,Pore Care,Pigmentation,Vitamin C,Cream
cleanser,https://www.myntra.com/face-wash-and-cleanser/mcaffeine/mcaffeine-naked--raw-coffee-sustainable-face-wash-for-normal-to-oily-skin-100-ml/10901930/buy,MCaffeine,Naked & Raw Coffee Sustainable Face Wash for Normal to Oily Skin 100 ml,₹ 314,Oily,,Excess Oil,General Care,Anti-Pollution,Caffeine,Gel
cleanser,https://www.myntra.com/face-wash-and-cleanser/the-body-shop/the-body-shop-vitamin-e-range-tea-tree-skin-clearing-sustainable-face-wash-250-ml/1777425/buy,THE BODY SHOP,The Body Shop Vitamin E Range Tea Tree Skin Clearing Sustainable Face Wash 250 ml,₹ 633,Oily,,Acne or Blemishes,Excess Oil,,Tea Tree,Gel
cleanser,https://www.myntra.com/face-wash-and-cleanser/biotique/biotique-bio-neem-purifying-face-wash-150-ml/1919965/buy,Biotique,Bio Neem Purifying Face Wash 150 ml,₹ 91,All,,Acne or Blemishes,Dull Skin,Dull Skin,Neem,Gel
cleanser,https://www.myntra.com/face-wash-and-cleanser/himalaya/himalaya-moisturizing-aloe-vera-face-wash-with-vitamin-e-for-dry-skin-100-ml/6628429/buy,Himalaya,Moisturizing Aloe Vera Face Wash with Vitamin E for Dry Skin 100 ml,₹ 91,Dry,,Hydration,Dryness,Softening and Smoothening,Aloe Vera,Gel
cleanser,https://www.myntra.com/face-wash-and-cleanser/loreal/loreal-paris-white-perfect-milky-sustainable-facial-foam---purifying--brightening-100-ml/236316/buy,LOreal,Paris White Perfect Milky Sustainable Facial Foam - Purifying & Brightening 100 ml,₹ 209,All,,Uneven Skin Tone,Dark Spots,Pore Care,Vitamin C,Cream
cleanser,https://www.myntra.com/face-wash-and-cleanser/mcaffeine/mcaffeine-cappuccino-acne--oil-control-coffee-foaming-face-wash-75-ml/14380222/buy,MCaffeine,Cappuccino Acne & Oil Control Coffee Foaming Face Wash 75 ml,₹ 199,All,,Acne or Blemishes,Excess Oil,Redness,Caffeine,Cream
cleanser,https://www.myntra.com/face-wash-and-cleanser/garnier/garnier-set-of-acno-fight-anti-pimple-facewash--pimple-clearing-whitening-cream/14148774/buy,Garnier,Set of Acno Fight Anti Pimple Facewash & Pimple Clearing Whitening Cream,₹ 337,Normal,,Blackheads Removal,Excess Oil,Uneven Skin Tone,Salicylic Acid,Gel
cleanser,https://www.myntra.com/face-wash-and-cleanser/plum/plum-green-tea-range-pore-cleansing-sustainable-face-wash-oily-or-acne-prone-skin---75-ml/2175584/buy,,,,,,,,,,
cleanser,https://www.myntra.com/face-wash-and-cleanser/lotus-herbals/lotus-herbals-sustainable-apriscrub-fresh-apricot-scrub-180-g/57764/buy,Lotus Herbals,Sustainable Apriscrub Fresh Apricot Scrub 180 g,₹ 211,All,,General Care,Blackheads and Whiteheads,,Walnut,Cream
cleanser,https://www.myntra.com/face-wash-and-cleanser/lakme/lakme-gentle--soft-deep-pore-cleanser/283697/buy,Lakme,Gentle & Soft Deep Pore Cleanser,₹ 174,Normal,,General Care,,,,Cream
cleanser,https://www.myntra.com/face-wash-and-cleanser/biotique/biotique-bio-neem-sustainable-purifying-face-wash-200-ml/9313575/buy,Biotique,Bio Neem Sustainable Purifying Face Wash 200 ml,₹ 144,All,,Acne or Blemishes,Dull Skin,Dull Skin,Neem,Gel
cleanser,https://www.myntra.com/face-wash-and-cleanser/himalaya/himalaya-purifying-neem-face-wash-for-acne-prone-skin-150-ml/6628442/buy,Himalaya,Purifying Neem Face Wash for Acne-Prone Skin 150 ml,₹ 117,All,,Acne or Blemishes,General Care,Pigmentation,Neem,Gel
cleanser,https://www.myntra.com/face-wash-and-cleanser/iba/iba-pack-of-4-aloe-aqua-face-wash--makeup-remover-50-ml-each/15328632/buy,Iba,Pack of 4 Aloe Aqua Face Wash + Makeup Remover 50 ml each,₹ 252,All,,,,,Aloe Vera,Gel
cleanser,https://www.myntra.com/face-wash-and-cleanser/beardo/beardo-men-activated-charcoal-acne-oil-pollution-control-face-wash-100-ml/2111584/buy,,,,,,,,,,
cleanser,https://www.myntra.com/face-wash-and-cleanser/mamaearth/mamaearth-sustainable-tea-tree-face-wash-with-neem-for-acne-100-ml/11081190/buy,Mamaearth,Sustainable Tea Tree Face Wash with Neem for Acne 100 ml,₹ 224,Normal,,Acne or Blemishes,Excess Oil,Redness,Tea Tree,Cream
cleanser,https://www.myntra.com/face-wash-and-cleanser/garnier/garnier-men-set-of-2--power-white-anti-dark-cells-fairness-face-wash/9350645/buy,Garnier,Men Set of 2 Power White Anti-Dark Cells Fairness Face Wash,₹ 266,All,,General Care,,,,Cream
cleanser,https://www.myntra.com/face-wash-and-cleanser/nivea/nivea-total-face-cleanup-for-normal-to-oily-skin-100-ml/2273964/buy,Nivea,Total Face Cleanup for Normal to Oily Skin 100 ml,₹ 157,Combination,,Excess Oil,Blackheads and Whiteheads,Dark Spots,,Gel
cleanser,https://www.myntra.com/face-wash-and-cleanser/good-vibes/good-vibes-transparent-gentle-cleansing-face-wash---tea-tree-120-ml/15722204/buy,Good Vibes,Transparent Gentle Cleansing Face Wash - Tea Tree 120 ml,₹ 184,All,,Excess Oil,Deep Nourishment,Daily Use,Tea Tree,Gel
cleanser,https://www.myntra.com/face-wash-and-cleanser/beardo/beardo-men-de-tan-face-wash-100-ml/9435515/buy,BEARDO,Men De-Tan Face Wash 100 ml,₹ 187,All,,Tan Removal,Deep Nourishment,,Aloe Vera,Cream
cleanser,https://www.myntra.com/face-wash-and-cleanser/biotique/biotique-advanced-ayurveda-bio-honey-gel-refreshing-foaming-sustainable-face-wash-150-ml/1919966/buy,Biotique,Advanced Ayurveda Bio Honey Gel Refreshing Foaming Sustainable Face Wash 150 ml,₹ 105,All,,Hydration,Softening and Smoothening,Deep Nourishment,Honey,Gel
cleanser,https://www.myntra.com/face-wash-and-cleanser/wow-skin-science/wow-skin-science-brightening-vitamin-c-foaming-face-wash-with-built-in-face-brush---100-ml/12426284/buy,WOW SKIN SCIENCE,Brightening Vitamin C Foaming Face Wash with Built-In Face Brush - 100 ml,₹ 327,All,,Anti-Pollution,Deep Nourishment,Acne or Blemishes,Vitamin C,Gel
cleanser,https://www.myntra.com/face-wash-and-cleanser/neutrogena/neutrogena-set-of-2-deep-clean-foam-cleanser-100-gm/7037185/buy,Neutrogena,Set Of 2 Deep Clean Foam Cleanser 100 gm,₹ 484,Oily,,Anti-Pollution,Pore Care,Excess Oil,,Cream
cleanser,https://www.myntra.com/face-wash-and-cleanser/jaquline-usa/jaquline-usa-rose-love-clay-face-wash---100-ml/15547100/buy,Jaquline USA,Rose Love Clay Face Wash - 100 ml,₹ 186,All,,,,,,Gel
cleanser,https://www.myntra.com/face-wash-and-cleanser/biotique/biotique-advanced-ayurveda-bio-morning-nectar-visibly-flawless-face-wash-200-ml/9313559/buy,Biotique,Advanced Ayurveda Bio Morning Nectar Visibly Flawless Face Wash 200 ml,₹ 159,All,,Uneven Skin Tone,Hydration,Deep Nourishment,Honey,Cream
cleanser,https://www.myntra.com/face-wash-and-cleanser/mamaearth/mamaearth-sustainable-charcoal-face-wash-for-oil-control-100-ml/11081248/buy,Mamaearth,Sustainable Charcoal Face Wash for Oil Control 100 ml,₹ 224,Oily,,Tan Removal,Dull Skin,Pore Care,Charcoal,Cream
cleanser,https://www.myntra.com/face-wash-and-cleanser/loreal/loreal-paris-white-perfect-milky-foam-sustainable-face-wash-50-ml/236317/buy,LOreal,Paris White Perfect Milky Foam Sustainable Face Wash 50 ml,₹ 105,All,,Lightening,Dark Spots,Pore Care,Vitamin C,Cream
cleanser,https://www.myntra.com/face-wash-and-cleanser/nivea/nivea-men-oil-control-all-in-1-face-wash-with-cooling-menthol---150-ml/9686503/buy,Nivea,Men Oil Control All-In-1 Face Wash with Cooling Menthol - 150 ml,₹ 209,Oily,,Excess Oil,Dark Spots,,,Gel
cleanser,https://www.myntra.com/face-wash-and-cleanser/neutrogena/neutrogena-set-of--deep-clean-foam-cleanser--ultra-sheer-sunblock-spf50/9653903/buy,Neutrogena,Set Of Deep Clean Foam Cleanser & Ultra Sheer Sunblock SPF50,₹ 454,Oily,,Anti-Pollution,Pore Care,Excess Oil,,Cream
cleanser,https://www.myntra.com/face-wash-and-cleanser/havintha/havintha-natural-multani-mitti-powder-227-g/15386570/buy,Havintha,Natural Multani Mitti Powder 227 g,₹ 299,All,,Acne or Blemishes,Tan Removal,,,Cream
cleanser,https://www.myntra.com/face-wash-and-cleanser/mamaearth/mamaearth-tea-tree-foaming-face-wash-with-salicylic-acid-150ml/13841446/buy,Mamaearth,Tea Tree Foaming Face Wash with Salicylic Acid 150ml,₹ 359,Normal,,Acne or Blemishes,,,Tea Tree,Cream
cleanser,https://www.myntra.com/face-wash-and-cleanser/biotique/biotique-unisex-bio-honey-gel-refreshing-foaming-face-wash-100-ml/2432718/buy,Biotique,Unisex Bio Honey Gel Refreshing Foaming Face Wash 100 ml,₹ 69,All,,Hydration,Softening and Smoothening,Deep Nourishment,Honey,Gel
cleanser,https://www.myntra.com/face-wash-and-cleanser/plum/plum-green-tea-range-pore-cleansing-face-wash---120-ml/14088436/buy,,,,,,,,,,
cleanser,https://www.myntra.com/face-wash-and-cleanser/garnier/garnier-bright-complete-vitamin-c-brightening-facewash-100-gm/13838826/buy,Garnier,Bright Complete Vitamin C Brightening Facewash 100 gm,₹ 152,All,,Dull Skin,Daily Use,,Vitamin C,Gel
cleanser,https://www.myntra.com/face-wash-and-cleanser/mamaearth/mamaearth-vitamin-c-face-wash-with-turmeric-for-skin-illumination-250ml/13028260/buy,Mamaearth,Vitamin C Face Wash with Turmeric for Skin Illumination 250ml,₹ 359,Oily,,Acne or Blemishes,,,Vitamin C,Cream
cleanser,https://www.myntra.com/face-wash-and-cleanser/biotique/biotique-bio-papaya-visibly-ageless-sustainable-face-wash-200-ml/9314865/buy,Biotique,Bio Papaya Visibly Ageless Sustainable Face Wash 200 ml,₹ 162,All,,General Care,Dull Skin,Uneven Skin Tone,Papaya,Gel
cleanser,https://www.myntra.com/face-wash-and-cleanser/the-body-shop/the-body-shop-vitamin-e-sustainable-gentle-face-wash-for-all-skin-types-125-ml/1677293/buy,THE BODY SHOP,Vitamin E Sustainable Gentle Face Wash for All Skin Types 125 ml,₹ 633,All,,Hydration,Acne or Blemishes,,Vitamin E,Cream
cleanser,https://www.myntra.com/face-wash-and-cleanser/the-body-shop/the-body-shop-vitamin-e-sustainable-gentle-face-wash-for-all-skin-types-125-ml/1677293/buy,THE BODY SHOP,Vitamin E Sustainable Gentle Face Wash for All Skin Types 125 ml,₹ 633,All,,Hydration,Acne or Blemishes,,Vitamin E,Cream
cleanser,https://www.myntra.com/face-wash-and-cleanser/beardo/beardo-men-activated-charcoal-face-wash-200-ml/14536304/buy,,,,,,,,,,
cleanser,https://www.myntra.com/face-wash-and-cleanser/neutrogena/neutrogena-deep-clean-facial-cleanser-for-normal-to-oily-skin---200-ml/2427952/buy,Neutrogena,Deep Clean Facial Cleanser for Normal to Oily Skin - 200 ml,₹ 396,Oily,,General Care,Excess Oil,Pore Care,Salicylic Acid,Gel
cleanser,https://www.myntra.com/face-wash-and-cleanser/azani-active-care/azani-active-care-acne-clarifying-1-salicylic-acid-cleanser----100-ml/15322562/buy,Azani Active Care,Acne Clarifying 1% Salicylic Acid Cleanser - 100 ml,₹ 267,All,,Acne or Blemishes,Excess Oil,Pore Care,Salicylic Acid,Cream
cleanser,https://www.myntra.com/face-wash-and-cleanser/neutrogena/neutrogena-unisex-pack-of-2-deep-clean-facial-cleanser-50-ml/7037927/buy,Neutrogena,Unisex Pack Of 2 Deep Clean Facial Cleanser 50 ml,₹ 221,Oily,,Pore Care,Excess Oil,,Salicylic Acid,Gel
cleanser,https://www.myntra.com/face-wash-and-cleanser/beardo/beardo-men-turmeric-face-wash-100-g/11076100/buy,BEARDO,Men Turmeric Face Wash 100 g,₹ 157,All,,Tan Removal,Deep Nourishment,Excess Oil,Turmeric,Cream
cleanser,https://www.myntra.com/face-wash-and-cleanser/ponds/ponds-pure-white-anti-pollution-activated-charcoal-face-wash-200-gm/4452075/buy,Ponds,Pond's Pure White Anti Pollution Activated Charcoal Face Wash 200 gm,₹ 285,Normal,,General Care,,,,Cream
cleanser,https://www.myntra.com/face-wash-and-cleanser/loreal/loreal-paris-revitalift-hyaluronic-acid-hydrating-gel-cleanser-50-ml-/14855372/buy,LOreal,Paris Revitalift Hyaluronic Acid Hydrating Gel Cleanser 50 ml,₹ 140,All,,Hydration,Daily Use,,Hyaluronic Acid,Gel
cleanser,https://www.myntra.com/face-wash-and-cleanser/himalaya/himalaya-tan-removal-orange-face-wash-with-honey--papaya-100-ml/6628428/buy,Himalaya,Tan Removal Orange Face Wash with Honey & Papaya 100 ml,₹ 104,Normal,,Tan Removal,Uneven Skin Tone,Daily Use,Honey,Gel
cleanser,https://www.myntra.com/face-wash-and-cleanser/havintha/havintha-natural-orange-peel-powder-227-g-/15386562/buy,Havintha,Natural Orange Peel Powder 227 g,₹ 299,Normal,,Lightening,General Care,Pore Care,,Cream
cleanser,https://www.myntra.com/face-wash-and-cleanser/nivea/nivea-men-oil-control-face-wash-with-whitening-effect---100-ml/9686501/buy,Nivea,Men Oil Control Face Wash with Whitening Effect - 100 ml,₹ 139,Oily,,Excess Oil,Dull Skin,Daily Use,Vitamin C,Gel
cleanser,https://www.myntra.com/face-wash-and-cleanser/loreal/loreal-paris-men-hydra-power-water-power-duo-foam-face-wash-100-g/1546353/buy,LOreal,Paris Men Hydra Power Water Power Duo Foam Face Wash 100 g,₹ 324,Dry,,Daily Use,Hydration,Dull Skin,,Cream
cleanser,https://www.myntra.com/face-wash-and-cleanser/biotique/biotique-bio-papaya-visibly-ageless-exfoliating-sustainable-face-wash-150-ml/1919964/buy,Biotique,Bio Papaya Visibly Ageless Exfoliating Sustainable Face Wash 150 ml,₹ 93,All,,General Care,Dull Skin,Uneven Skin Tone,Papaya,Gel
cleanser,https://www.myntra.com/face-wash-and-cleanser/beardo/beardo-men-ultraglow-all-in-1-face-wash---100-ml/11218188/buy,BEARDO,Men Ultraglow All-in-1 Face Wash - 100 ml,₹ 238,All,,General Care,Excess Oil,Anti-Pollution,,Cream
cleanser,https://www.myntra.com/face-wash-and-cleanser/good-vibes/good-vibes-papaya-brightening-face-wash-120-ml/15722208/buy,Good Vibes,Papaya Brightening Face Wash 120 ml,₹ 184,All,,Hydration,Softening and Smoothening,Daily Use,Papaya,Gel
cleanser,https://www.myntra.com/face-wash-and-cleanser/biotique/biotique-bio-pineapple-oil-balancing-sustainable-face-wash-100-ml/2432722/buy,Biotique,Bio Pineapple Oil Balancing Sustainable Face Wash 100 ml,₹ 72,Oily,,Excess Oil,Acne or Blemishes,Excess Oil,,Cream
cleanser,https://www.myntra.com/face-wash-and-cleanser/minimalist/minimalist-oil-control-skincare-routine---cleanse-treat-moisturize---oily-acne-prone-skin/14851766/buy,Minimalist,Oil Control Skincare Routine - Cleanse-Treat-Moisturize - Oily Acne Prone Skin,₹ 1247,All,,Daily Use,Dryness,Dull Skin,Salicylic Acid,Balm
cleanser,https://www.myntra.com/face-wash-and-cleanser/wow-skin-science/wow-skin-science-ubtan-foaming-face-wash-with-built-in-brush-for-deep-cleansing-100-ml/12426280/buy,WOW SKIN SCIENCE,Ubtan Foaming Face Wash with Built-In Brush for Deep Cleansing 100 ml,₹ 327,All,,Dark Spots,Hydration,Tan Removal,Turmeric,Gel
cleanser,https://www.myntra.com/face-wash-and-cleanser/reequil/reequil-oil-control--anti-acne-face-wash-200-ml/13512578/buy,Reequil,Oil Control & Anti Acne Face Wash 200 ml,₹ 382,Oily,,Acne or Blemishes,Excess Oil,,,Gel
cleanser,https://www.myntra.com/face-wash-and-cleanser/mcaffeine/mcaffeine-naked-detox-dirt-removal-green-tea-sustainable-face-wash---100-ml/10901938/buy,MCaffeine,Naked Detox Dirt Removal Green Tea Sustainable Face Wash - 100 ml,₹ 289,All,,Dull Skin,Dark Spots,Anti-Pollution,Caffeine,Gel
cleanser,https://www.myntra.com/face-wash-and-cleanser/pink-plums/pink-plums-set-of-2-gold-peach-rose--mint-cleansing-milk-200ml/15481826/buy,Pink Plums,Set of 2 Gold PEACH ROSE & MINT Cleansing Milk 200ml,₹ 316,Normal,,Softening and Smoothening,Anti-Pollution,,Vitamin E,Wipes
cleanser,https://www.myntra.com/face-wash-and-cleanser/nivea/nivea-men-deep-impact-intense-clean-face--beard-wash---black-carbon---100-ml/6843219/buy,Nivea,Men Deep Impact Intense Clean Face & Beard Wash - Black Carbon - 100 ml,₹ 168,Oily,,Excess Oil,General Care,,,Cream
cleanser,https://www.myntra.com/face-wash-and-cleanser/kama-ayurveda/kama-ayurveda-sustainable-rose-jasmine-face-cleanser-100-ml/10621878/buy,,,,,,,,,,
cleanser,https://www.myntra.com/face-wash-and-cleanser/good-vibes/good-vibes-rosehip-deep-cleansing-face-wash---200-ml/15722210/buy,Good Vibes,Rosehip Deep Cleansing Face Wash - 200 ml,₹ 246,All,,Hydration,Softening and Smoothening,Daily Use,,Gel
cleanser,https://www.myntra.com/face-wash-and-cleanser/lakme/lakme-pack-of-2-absolute-women-perfect-radiance-skin-lightening-face-wash/7480270/buy,Lakme,Pack of 2 Absolute Women Perfect Radiance Skin Lightening Face Wash,₹ 236,All,,Lightening,Dark Spots,Acne or Blemishes,,Cream
cleanser,https://www.myntra.com/face-wash-and-cleanser/biotique/biotique-advanced-organics-coffee-energizing-face-wash-for-all-skin-types-150-ml/12678976/buy,Biotique,Advanced Organics Coffee Energizing Face Wash for All Skin Types 150 ml,₹ 130,All,,Pore Care,Dull Skin,,Caffeine,Gel
cleanser,https://www.myntra.com/face-wash-and-cleanser/garnier/garnier-men-power-white-anti-pollution-double-action-face-wash-100-g/10844924/buy,Garnier,Men Power White Anti-Pollution Double Action Face Wash 100 g,₹ 180,All,,Lightening,,,,Gel
cleanser,https://www.myntra.com/face-wash-and-cleanser/himalaya/himalaya-purifying-neem-face-wash-for-acne-prone-skin-300-ml/6628435/buy,Himalaya,Purifying Neem Face Wash for Acne-Prone Skin 300 ml,₹ 205,All,,Acne or Blemishes,General Care,Pigmentation,Neem,Gel
cleanser,https://www.myntra.com/face-wash-and-cleanser/lakme/lakme-blush--glow-peach-gel-face-wash-100-real-peach-extract-100g/2137196/buy,Lakme,Blush & Glow Peach Gel Face Wash 100% Real Peach Extract 100g,₹ 157,Normal,,General Care,,,,Cream
cleanser,https://www.myntra.com/face-wash-and-cleanser/good-vibes/good-vibes-vitamin-c-glow-foaming-face-wash-150-ml/15311292/buy,Good Vibes,Vitamin C Glow Foaming Face Wash (150 ml),₹ 217,All,,Dull Skin,Softening and Smoothening,Hydration,Vitamin C,Gel
cleanser,https://www.myntra.com/face-wash-and-cleanser/neutrogena/neutrogena-liquid-pure-mild-facial-cleanser---150-ml/6967601/buy,Neutrogena,Liquid Pure Mild Facial Cleanser - 150 ml,₹ 355,Normal,,General Care,Daily Use,,,Gel
cleanser,https://www.myntra.com/face-wash-and-cleanser/wow-skin-science/wow-skin-science-vitamin-c-face-wash-100-ml/12426290/buy,WOW SKIN SCIENCE,WOW Skin Science Vitamin C Face Wash 100 ml,₹ 199,All,,Acne or Blemishes,Dull Skin,Pigmentation,Vitamin C,Gel
cleanser,https://www.myntra.com/face-wash-and-cleanser/biotique/biotique-women-apple-cider-vinegar-deep-cleansing--brightening-face-wash-150-ml/12678954/buy,Biotique,Women Apple Cider Vinegar Deep Cleansing & Brightening Face Wash 150 ml,₹ 132,All,,Pore Care,Dull Skin,Hydration,,Gel
cleanser,https://www.myntra.com/face-wash-and-cleanser/mcaffeine/mcaffeine-espresso-hydrating--energizing-coffee-face-wash-with-hyaluronic-acid-75-ml/14380218/buy,MCaffeine,Espresso Hydrating & Energizing Coffee Face Wash with Hyaluronic Acid 75 ml,₹ 199,All,,Dull Skin,General Care,Daily Use,Caffeine,Gel
cleanser,https://www.myntra.com/face-wash-and-cleanser/neutrogena/neutrogena-unisex-set-of-2-deep-clean-foam-cleanser/7037937/buy,Neutrogena,Unisex Set of 2 Deep Clean Foam Cleanser,₹ 263,Oily,,Anti-Pollution,Pore Care,,,Cream
cleanser,https://www.myntra.com/face-wash-and-cleanser/havintha/havintha-natural-neem-powder-azadirachta-indica---227-g/15588212/buy,Havintha,Natural Neem Powder Azadirachta Indica - 227 g,₹ 299,Normal,,Acne or Blemishes,,,Neem,Cream
