,label,url,brand,name,price,skin type,concern
242,face-moisturisers,https://www.myntra.com/face-moisturisers/plum/plum-unisex-sustainable-green-tea-set-of-moisturizer--toner/13538858/buy,Plum,Unisex Sustainable Green Tea Set of Moisturizer & Toner,₹ 688,Oily,"acne or blemishes,blackheads and whiteheads,excess oil"
243,face-moisturisers,https://www.myntra.com/face-moisturisers/biotique/biotique-bio-quince-seed-nourishing-face-massage-cream-175g/1661433/buy,Biotique,Bio Quince Seed Nourishing Face Massage Cream 175g,₹ 306,Dry,"dryness,softening and smoothening,hydration"
244,face-moisturisers,https://www.myntra.com/face-moisturisers/garnier/garnier-women-set-of-2-skin-naturals-sun-control-daily-moisturisers-with-spf-15/9350619/buy,Garnier,Women Set of 2 Skin Naturals Sun Control Daily Moisturisers with SPF 15,₹ 370,All,"general care,,"
245,face-moisturisers,https://www.myntra.com/face-moisturisers/loreal/loreal-paris-white-perfect-milky-foam-sustainable-face-wash--skin-perfect-whitening-cream/14465442/buy,LOreal,Paris White Perfect Milky Foam Sustainable Face Wash & Skin Perfect Whitening Cream,₹ 330,All,"fine lines and wrinkles,general care,dull skin"
246,face-moisturisers,https://www.myntra.com/face-moisturisers/dot--key/dot--key-cica-calming-skin-renewing-night-gel---60-ml/15700096/buy,DOT & KEY,Cica Calming Skin Renewing Night Gel - 60 ml,₹ 595,Oily,"pigmentation,acne or blemishes,redness"
247,face-moisturisers,https://www.myntra.com/face-moisturisers/neutrogena/neutrogena-rapid-wrinkle-repair-night-moisturizer---29-ml/2427948/buy,Neutrogena,Rapid Wrinkle Repair Night Moisturizer - 29 ml,₹ 1250,All,"fine lines and wrinkles,pigmentation,"
248,face-moisturisers,https://www.myntra.com/face-moisturisers/kama-ayurveda/kama-ayurveda-set-of-women-rejuvenating-brightening-night-cream--unisex-eladi-face-cream/13274490/buy,KAMA AYURVEDA,Set of Women Rejuvenating Brightening Night Cream & Unisex Eladi Face Cream,₹ 3070,All,"hydration,dull skin,dark spots"
249,face-moisturisers,https://www.myntra.com/face-moisturisers/dove/dove-body-love-supple-bounce-body-butter-paraben-free-145-g/15506304/buy,Dove,Body Love Supple Bounce Body Butter Paraben Free 145 g,₹ 207,All,"dryness,,"
250,face-moisturisers,https://www.myntra.com/face-moisturisers/the-body-shop/the-body-shop-vitamin-e-range-tea-tree-sustainable-night-lotion-for-blemished-skin-30-ml/2434708/buy,THE BODY SHOP,The Body Shop Vitamin E Range Tea Tree Sustainable Night Lotion for Blemished Skin 30 ml,₹ 845,All,"acne or blemishes,excess oil,"
251,face-moisturisers,https://www.myntra.com/face-moisturisers/vlcc/vlcc-snigdha-skin-whitening-day-cream-spf-25-50g/9761613/buy,VLCC,Snigdha Skin Whitening Day Cream SPF 25 50g,₹ 275,Combination,general care
252,face-moisturisers,https://www.myntra.com/face-moisturisers/olay/olay-women-age-protect-anti-ageing-cream-18-g-/13509872/buy,Olay,Women Age Protect Anti-Ageing Cream 18 g,₹ 169,All,"fine lines and wrinkles,,"
253,face-moisturisers,https://www.myntra.com/face-moisturisers/lotus-herbals/lotus-herbals-sustainable-whiteglow-skin-tightening--brightening-gel-creme-with-spf-25-40g/1920200/buy,Lotus Herbals,Sustainable WhiteGlow Skin Tightening Brightening Gel Creme with SPF 25 40g,₹ 182,All,"softening and smoothening,,"
254,face-moisturisers,https://www.myntra.com/face-moisturisers/loreal/loreal-paris-unisex-set-of-2-skin-perfect-age-30-anti-fine-lines-whitening-spf-21-cream/7642482/buy,LOreal,Paris Unisex Set Of 2 Skin Perfect Age 30+ Anti-Fine Lines Whitening SPF 21 Cream,₹ 399,All,"fine lines and wrinkles,general care,dull skin"
255,face-moisturisers,https://www.myntra.com/face-moisturisers/lotus-herbals/lotus-herbals-set-of-sustainable-white-glow-spf-25-gel-creme--phyto-rx-night-creme/14465544/buy,Lotus Herbals,Set of Sustainable White Glow SPF 25++ Gel Creme & Phyto-Rx Night Creme,₹ 672,All,"dull skin,,"
256,face-moisturisers,https://www.myntra.com/face-moisturisers/the-face-shop/the-face-shop-chia-seed-range-hydro-lotion-with-vit-b12-145-ml/10558970/buy,The Face Shop,Chia Seed Range Hydro Lotion with Vit B12 145 ml,₹ 1432,All,"dryness,dull skin,hydration"
257,face-moisturisers,https://www.myntra.com/face-moisturisers/olay/olay-natural-white-7-in-one-night-repair-cream--total-effects-7-in-one-day-cream/15062002/buy,Olay,Natural White 7 in One Night Repair Cream & Total Effects 7 In One Day Cream,₹ 614,All,"fine lines and wrinkles,hydration,deep nourishment"
258,face-moisturisers,https://www.myntra.com/face-moisturisers/loreal/loreal-paris-pack-of-2-women-revitalift-night-cream--crystal-micro-essence-serum/11816432/buy,LOreal,L'Oreal Paris Pack of 2 Women Revitalift Night Cream & Crystal Micro-Essence Serum,₹ 920,Normal,"skin sagging,hydration,"
259,face-moisturisers,https://www.myntra.com/face-moisturisers/lotus-herbals/lotus-herbals-sustainable-professional-phyto-rx-whitening--brightening-night-creme-50g/10365395/buy,Lotus Herbals,Sustainable Professional Phyto-Rx Whitening Brightening Night Creme 50g,₹ 419,All,"dull skin,,"
260,face-moisturisers,https://www.myntra.com/face-moisturisers/himalaya/himalaya-set-of-nourishing-skin-cream--purifying-neem-face-wash/11817044/buy,Himalaya,Set of Nourishing Skin Cream & Purifying Neem Face Wash,₹ 311,Normal,"general care,,"
261,face-moisturisers,https://www.myntra.com/face-moisturisers/olay/olay-women-regenerist-advance-anti-ageing-revitalising-serum-50-ml/10443732/buy,Olay,Women Regenerist Advance Anti-Ageing Revitalising Serum 50 ml,₹ 1299,All,"fine lines and wrinkles,,"
262,face-moisturisers,https://www.myntra.com/face-moisturisers/garnier/garnier-men-set-of-2-acno-fight-pimple-clearing-whitening-cream/9350661/buy,Garnier,Men Set of 2 Acno Fight Pimple Clearing Whitening Cream,₹ 231,All,"acne or blemishes,,"
263,face-moisturisers,https://www.myntra.com/face-moisturisers/olay/olay-women-luminous-whip-ultra-lightweight-face-moisturiser-10g/11318456/buy,Olay,Women Luminous Whip Ultra Lightweight Face Moisturiser 10g,₹ 399,All,"pigmentation,,"
264,face-moisturisers,https://www.myntra.com/face-moisturisers/neutrogena/neutrogena-women-set-of-norwegian-formula-spf-15-lip-moisturizer--hydro-boost-water-gel/9653839/buy,Neutrogena,Women Set of Norwegian Formula SPF 15 Lip Moisturizer & Hydro Boost Water Gel,₹ 849,All,"hydration,deep nourishment,dryness"
265,face-moisturisers,https://www.myntra.com/face-moisturisers/biotique/biotique-dandelion-anti-ageing-serum-duo/7037595/buy,Biotique,Dandelion Anti Ageing Serum Duo,₹ 299,Normal,"fine lines and wrinkles,,skin sagging"
266,face-moisturisers,https://www.myntra.com/face-moisturisers/the-moms-co/the-moms-co-natural-age-control-night-cream-with-bakuchiol-50-g/12926542/buy,The Moms Co.,Natural Age Control Night Cream with Bakuchiol 50 g,₹ 622,Normal,"fine lines and wrinkles,blackheads and whiteheads,dull skin"
267,face-moisturisers,https://www.myntra.com/face-moisturisers/loreal/loreal-paris-hydra-fresh-anti-ox-double-essence-cream-50ml/2383017/buy,LOreal,Paris Hydra Fresh Anti-Ox Double Essence Cream 50ml,₹ 570,All,"hydration,deep nourishment,general care"
268,face-moisturisers,https://www.myntra.com/face-moisturisers/the-derma-co/the-derma-co-1-salicylic-acid-oil-free-moisturizer-for-face-with-oat-extract---50-g/15537092/buy,The Derma co.,1% Salicylic Acid Oil-Free Moisturizer for Face with Oat extract - 50 g,₹ 314,Oily,"acne or blemishes,excess oil,"
269,face-moisturisers,https://www.myntra.com/face-moisturisers/biotique/biotique-set-of-cream--lotion/13538408/buy,Biotique,Set Of Cream & Lotion,₹ 258,All,"uneven skin tone,hydration,dark spots"
270,face-moisturisers,https://www.myntra.com/face-moisturisers/neutrogena/neutrogena-oil-free--spf-15-face-moisturizer--115ml/6967604/buy,Neutrogena,Oil-Free SPF 15 Face Moisturizer 115ml,₹ 472,All,"sun protection,,"
271,face-moisturisers,https://www.myntra.com/face-moisturisers/ponds/ponds-set-of-non-oily-light--super-light-gel-oil-free-moisturisers/15062284/buy,Ponds,Set of Non-Oily Light & Super Light Gel Oil Free Moisturisers,₹ 320,All,"general care,,"
272,face-moisturisers,https://www.myntra.com/face-moisturisers/plum/plum-set-of-toner--face-moisturiser/13538884/buy,Plum,Set of Toner & Face Moisturiser,₹ 664,Oily,"acne or blemishes,blackheads and whiteheads,excess oil"
273,face-moisturisers,https://www.myntra.com/face-moisturisers/forest-essentials/forest-essentials-night-treatment-cream-jasmine--patchouli-50g-/12529664/buy,Forest Essentials,Night Treatment Cream Jasmine & Patchouli 50g,₹ 2895,Combination,"general care,softening and smoothening,pore care"
274,face-moisturisers,https://www.myntra.com/face-moisturisers/biotique/biotique-unisex-sustainable-set-of-nourishing-night-cream--anti-fatigue-eye-gel/13538498/buy,Biotique,Unisex Sustainable Set of Nourishing Night Cream & Anti-Fatigue Eye Gel,₹ 278,All,"dryness,deep nourishment,dryness"
275,face-moisturisers,https://www.myntra.com/face-moisturisers/ponds/ponds-set-of-2-super-non-oily-fresh-feel-moisturiser/14465934/buy,Ponds,Set Of 2 Super Non-Oily Fresh Feel Moisturiser,₹ 403,All,"general care,,"
276,face-moisturisers,https://www.myntra.com/face-moisturisers/lotus-herbals/lotus-herbals-sustainable--whiteglow-whitening--brightening-nourishing-night-creme-60g/95942/buy,Lotus Herbals,Sustainable Whiteglow Whitening Brightening Nourishing Night Creme 60g,₹ 276,All,"pigmentation,,"
277,face-moisturisers,https://www.myntra.com/face-moisturisers/olay/olay-anti-ageing-micro-sculpting-cream--women-regenerist--anti-ageing-night-skin-cream/15062026/buy,Olay,Anti-Ageing Micro-Sculpting Cream & Women Regenerist Anti-Ageing Night Skin Cream,₹ 2850,Dry,"fine lines and wrinkles,deep nourishment,dark spots"
278,face-moisturisers,https://www.myntra.com/face-moisturisers/the-face-shop/the-face-shop-unisex-pomegranate--collagen-volume-lifting-emulsion-140-ml/9113685/buy,The Face Shop,Unisex Pomegranate & Collagen Volume Lifting Emulsion 140 ml,₹ 1572,All,"dryness,deep nourishment,"
279,face-moisturisers,https://www.myntra.com/face-moisturisers/kama-ayurveda/kama-ayurveda-sustainable-men-skin-brightening-night-cream-50-g/10611226/buy,KAMA AYURVEDA,Sustainable Men Skin Brightening Night Cream 50 g,₹ 1975,All,"pigmentation,dark spots,softening and smoothening"
280,face-moisturisers,https://www.myntra.com/face-moisturisers/vlcc/vlcc-skin-defence-normal-to-dry-skin-honey-moisturizer-100-ml/10000857/buy,VLCC,Skin Defence Normal To Dry Skin Honey Moisturizer 100 ml,₹ 260,Normal,"general care,softening and smoothening,deep nourishment"
281,face-moisturisers,https://www.myntra.com/face-moisturisers/the-moms-co/the-moms-co-natural-vita-rich-day--night-sustainable-face-cream-50-ml/11021420/buy,The Moms Co.,Natural Vita Rich Day & Night Sustainable Face Cream 50 ml,₹ 552,All,"fine lines and wrinkles,blackheads and whiteheads,pigmentation"
282,cleanser,https://www.myntra.com/face-wash-and-cleanser/lakme/lakme-absolute-perfect-radiance-skin-lightening-face-wash---50-g/4384875/buy,Lakme,Absolute Perfect Radiance Skin Lightening Face Wash - 50 g,₹ 112,All,"lightening,dark spots,acne or blemishes"
283,cleanser,https://www.myntra.com/face-wash-and-cleanser/biotique/biotique-bio-white-advanced-fairness-sustainable-face-wash---100-ml/2432715/buy,Biotique,Bio White Advanced Fairness Sustainable Face Wash - 100 ml,₹ 70,All,"dull skin,uneven skin tone,daily use"
284,cleanser,https://www.myntra.com/face-wash-and-cleanser/mamaearth/mamaearth-vitamin-c-face-wash-with-turmeric-for-skin-illumination-100-ml/12087900/buy,Mamaearth,Vitamin C Face Wash with Turmeric for Skin Illumination 100 ml,₹ 224,All,"lightening,pore care,pigmentation"
285,cleanser,https://www.myntra.com/face-wash-and-cleanser/garnier/garnier-men-power-white-anti-dark-cells-fairness-face-wash-100-g/7337612/buy,Garnier,Men Power White Anti-Dark Cells Fairness Face Wash 100 g,₹ 152,All,"general care,,"
286,cleanser,https://www.myntra.com/face-wash-and-cleanser/plum/plum-charcoal-do-the-detox-face-wash-100ml/15450030/buy,Plum,Charcoal Do-the-Detox Face Wash-100ml,₹ 240,All,"pore care,daily use,tan removal"
287,cleanser,https://www.myntra.com/face-wash-and-cleanser/lotus-herbals/lotus-herbals-sustainable-whiteglow-3-in-1-deep-cleansing-skin-whitening-facial-foam-50-g/57755/buy,Lotus Herbals,Sustainable WhiteGlow 3-in-1 Deep Cleansing Skin Whitening Facial Foam 50 g,₹ 116,All,"lightening,dull skin,"
288,cleanser,https://www.myntra.com/face-wash-and-cleanser/biotique/biotique-bio-white-advanced-fairness-sustainable-face-wash-200-ml/9314855/buy,Biotique,Bio White Advanced Fairness Sustainable Face Wash 200 ml,₹ 141,All,"dull skin,uneven skin tone,daily use"
289,cleanser,https://www.myntra.com/face-wash-and-cleanser/lakme/lakme-blush--glow-strawberry-gel-face-wash-with-100-real-strawberry-extract-100g/153915/buy,Lakme,Blush & Glow Strawberry Gel Face Wash With 100% Real Strawberry Extract 100g,₹ 150,All,"general care,daily use,"
290,cleanser,https://www.myntra.com/face-wash-and-cleanser/mamaearth/mamaearth-sustainable-ubtan-face-wash-with-turmeric--saffron-for-tan-removal-100-ml/11081560/buy,Mamaearth,Sustainable Ubtan Face Wash with Turmeric & Saffron for Tan Removal 100 ml,₹ 224,Normal,"lightening,tan removal,softening and smoothening"
291,cleanser,https://www.myntra.com/face-wash-and-cleanser/biotique/biotique-bio-papaya-visibly-flawless-skin-sustainable-face-wash---100-ml/2432717/buy,Biotique,Bio Papaya Visibly Flawless Skin Sustainable Face Wash - 100 ml,₹ 70,All,"general care,dull skin,uneven skin tone"
292,cleanser,https://www.myntra.com/face-wash-and-cleanser/garnier/garnier-skin-naturals-micellar-cleansing-water-125-ml/6610914/buy,Garnier,Skin Naturals Micellar Cleansing Water 125 ml,₹ 139,All,"general care,,"
293,cleanser,https://www.myntra.com/face-wash-and-cleanser/himalaya/himalaya-purifying-neem-face-wash-200ml/6628423/buy,Himalaya,Purifying Neem Face Wash 200ml,₹ 152,Normal,"acne or blemishes,general care,pigmentation"
294,cleanser,https://www.myntra.com/face-wash-and-cleanser/biotique/biotique-bio-pack-of-2-papaya-exfoliating-face-wash/9314861/buy,Biotique,Bio Pack of 2 Papaya Exfoliating Face Wash,₹ 118,All,"general care,dull skin,uneven skin tone"
295,cleanser,https://www.myntra.com/face-wash-and-cleanser/mamaearth/mamaearth-vitamin-c-foaming-face-wash-with-turmeric-for-skin-illumination-150-ml/12729796/buy,Mamaearth,Vitamin C Foaming Face Wash with Turmeric for Skin Illumination 150 ml,₹ 359,All,"lightening,pore care,pigmentation"
296,cleanser,https://www.myntra.com/face-wash-and-cleanser/mcaffeine/mcaffeine-naked--raw-coffee-sustainable-face-wash-for-normal-to-oily-skin-100-ml/10901930/buy,MCaffeine,Naked & Raw Coffee Sustainable Face Wash for Normal to Oily Skin 100 ml,₹ 314,Oily,"excess oil,general care,anti-pollution"
297,cleanser,https://www.myntra.com/face-wash-and-cleanser/the-body-shop/the-body-shop-vitamin-e-range-tea-tree-skin-clearing-sustainable-face-wash-250-ml/1777425/buy,THE BODY SHOP,The Body Shop Vitamin E Range Tea Tree Skin Clearing Sustainable Face Wash 250 ml,₹ 633,Oily,"acne or blemishes,excess oil,"
298,cleanser,https://www.myntra.com/face-wash-and-cleanser/biotique/biotique-bio-neem-purifying-face-wash-150-ml/1919965/buy,Biotique,Bio Neem Purifying Face Wash 150 ml,₹ 91,All,"acne or blemishes,dull skin,dull skin"
299,cleanser,https://www.myntra.com/face-wash-and-cleanser/himalaya/himalaya-moisturizing-aloe-vera-face-wash-with-vitamin-e-for-dry-skin-100-ml/6628429/buy,Himalaya,Moisturizing Aloe Vera Face Wash with Vitamin E for Dry Skin 100 ml,₹ 91,Dry,"hydration,dryness,softening and smoothening"
300,cleanser,https://www.myntra.com/face-wash-and-cleanser/loreal/loreal-paris-white-perfect-milky-sustainable-facial-foam---purifying--brightening-100-ml/236316/buy,LOreal,Paris White Perfect Milky Sustainable Facial Foam - Purifying & Brightening 100 ml,₹ 209,All,"uneven skin tone,dark spots,pore care"
301,cleanser,https://www.myntra.com/face-wash-and-cleanser/mcaffeine/mcaffeine-cappuccino-acne--oil-control-coffee-foaming-face-wash-75-ml/14380222/buy,MCaffeine,Cappuccino Acne & Oil Control Coffee Foaming Face Wash 75 ml,₹ 199,All,"acne or blemishes,excess oil,redness"
302,cleanser,https://www.myntra.com/face-wash-and-cleanser/garnier/garnier-set-of-acno-fight-anti-pimple-facewash--pimple-clearing-whitening-cream/14148774/buy,Garnier,Set of Acno Fight Anti Pimple Facewash & Pimple Clearing Whitening Cream,₹ 337,Normal,"blackheads removal,excess oil,uneven skin tone"
303,cleanser,https://www.myntra.com/face-wash-and-cleanser/lotus-herbals/lotus-herbals-sustainable-apriscrub-fresh-apricot-scrub-180-g/57764/buy,Lotus Herbals,Sustainable Apriscrub Fresh Apricot Scrub 180 g,₹ 211,All,"general care,blackheads and whiteheads,"
304,cleanser,https://www.myntra.com/face-wash-and-cleanser/lakme/lakme-gentle--soft-deep-pore-cleanser/283697/buy,Lakme,Gentle & Soft Deep Pore Cleanser,₹ 174,Normal,"general care,,"
305,cleanser,https://www.myntra.com/face-wash-and-cleanser/biotique/biotique-bio-neem-sustainable-purifying-face-wash-200-ml/9313575/buy,Biotique,Bio Neem Sustainable Purifying Face Wash 200 ml,₹ 144,All,"acne or blemishes,dull skin,dull skin"
306,cleanser,https://www.myntra.com/face-wash-and-cleanser/himalaya/himalaya-purifying-neem-face-wash-for-acne-prone-skin-150-ml/6628442/buy,Himalaya,Purifying Neem Face Wash for Acne-Prone Skin 150 ml,₹ 117,All,"acne or blemishes,general care,pigmentation"
307,cleanser,https://www.myntra.com/face-wash-and-cleanser/iba/iba-pack-of-4-aloe-aqua-face-wash--makeup-remover-50-ml-each/15328632/buy,Iba,Pack of 4 Aloe Aqua Face Wash + Makeup Remover 50 ml each,₹ 252,All,general care
308,cleanser,https://www.myntra.com/face-wash-and-cleanser/mamaearth/mamaearth-sustainable-tea-tree-face-wash-with-neem-for-acne-100-ml/11081190/buy,Mamaearth,Sustainable Tea Tree Face Wash with Neem for Acne 100 ml,₹ 224,Normal,"acne or blemishes,excess oil,redness"
309,cleanser,https://www.myntra.com/face-wash-and-cleanser/garnier/garnier-men-set-of-2--power-white-anti-dark-cells-fairness-face-wash/9350645/buy,Garnier,Men Set of 2 Power White Anti-Dark Cells Fairness Face Wash,₹ 266,All,"general care,,"
310,cleanser,https://www.myntra.com/face-wash-and-cleanser/nivea/nivea-total-face-cleanup-for-normal-to-oily-skin-100-ml/2273964/buy,Nivea,Total Face Cleanup for Normal to Oily Skin 100 ml,₹ 157,Combination,"excess oil,blackheads and whiteheads,dark spots"
311,cleanser,https://www.myntra.com/face-wash-and-cleanser/good-vibes/good-vibes-transparent-gentle-cleansing-face-wash---tea-tree-120-ml/15722204/buy,Good Vibes,Transparent Gentle Cleansing Face Wash - Tea Tree 120 ml,₹ 184,All,"excess oil,deep nourishment,daily use"
312,cleanser,https://www.myntra.com/face-wash-and-cleanser/beardo/beardo-men-de-tan-face-wash-100-ml/9435515/buy,BEARDO,Men De-Tan Face Wash 100 ml,₹ 187,All,"tan removal,deep nourishment,"
313,cleanser,https://www.myntra.com/face-wash-and-cleanser/biotique/biotique-advanced-ayurveda-bio-honey-gel-refreshing-foaming-sustainable-face-wash-150-ml/1919966/buy,Biotique,Advanced Ayurveda Bio Honey Gel Refreshing Foaming Sustainable Face Wash 150 ml,₹ 105,All,"hydration,softening and smoothening,deep nourishment"
314,cleanser,https://www.myntra.com/face-wash-and-cleanser/wow-skin-science/wow-skin-science-brightening-vitamin-c-foaming-face-wash-with-built-in-face-brush---100-ml/12426284/buy,WOW SKIN SCIENCE,Brightening Vitamin C Foaming Face Wash with Built-In Face Brush - 100 ml,₹ 327,All,"anti-pollution,deep nourishment,acne or blemishes"
315,cleanser,https://www.myntra.com/face-wash-and-cleanser/neutrogena/neutrogena-set-of-2-deep-clean-foam-cleanser-100-gm/7037185/buy,Neutrogena,Set Of 2 Deep Clean Foam Cleanser 100 gm,₹ 484,Oily,"anti-pollution,pore care,excess oil"
316,cleanser,https://www.myntra.com/face-wash-and-cleanser/jaquline-usa/jaquline-usa-rose-love-clay-face-wash---100-ml/15547100/buy,Jaquline USA,Rose Love Clay Face Wash - 100 ml,₹ 186,All,general care
317,cleanser,https://www.myntra.com/face-wash-and-cleanser/biotique/biotique-advanced-ayurveda-bio-morning-nectar-visibly-flawless-face-wash-200-ml/9313559/buy,Biotique,Advanced Ayurveda Bio Morning Nectar Visibly Flawless Face Wash 200 ml,₹ 159,All,"uneven skin tone,hydration,deep nourishment"
318,cleanser,https://www.myntra.com/face-wash-and-cleanser/mamaearth/mamaearth-sustainable-charcoal-face-wash-for-oil-control-100-ml/11081248/buy,Mamaearth,Sustainable Charcoal Face Wash for Oil Control 100 ml,₹ 224,Oily,"tan removal,dull skin,pore care"
319,cleanser,https://www.myntra.com/face-wash-and-cleanser/loreal/loreal-paris-white-perfect-milky-foam-sustainable-face-wash-50-ml/236317/buy,LOreal,Paris White Perfect Milky Foam Sustainable Face Wash 50 ml,₹ 105,All,"lightening,dark spots,pore care"
320,cleanser,https://www.myntra.com/face-wash-and-cleanser/nivea/nivea-men-oil-control-all-in-1-face-wash-with-cooling-menthol---150-ml/9686503/buy,Nivea,Men Oil Control All-In-1 Face Wash with Cooling Menthol - 150 ml,₹ 209,Oily,"excess oil,dark spots,"
321,cleanser,https://www.myntra.com/face-wash-and-cleanser/neutrogena/neutrogena-set-of--deep-clean-foam-cleanser--ultra-sheer-sunblock-spf50/9653903/buy,Neutrogena,Set Of Deep Clean Foam Cleanser & Ultra Sheer Sunblock SPF50,₹ 454,Oily,"anti-pollution,pore care,excess oil"
322,cleanser,https://www.myntra.com/face-wash-and-cleanser/havintha/havintha-natural-multani-mitti-powder-227-g/15386570/buy,Havintha,Natural Multani Mitti Powder 227 g,₹ 299,All,"acne or blemishes,tan removal,"
323,cleanser,https://www.myntra.com/face-wash-and-cleanser/mamaearth/mamaearth-tea-tree-foaming-face-wash-with-salicylic-acid-150ml/13841446/buy,Mamaearth,Tea Tree Foaming Face Wash with Salicylic Acid 150ml,₹ 359,Normal,"acne or blemishes,,"
324,cleanser,https://www.myntra.com/face-wash-and-cleanser/biotique/biotique-unisex-bio-honey-gel-refreshing-foaming-face-wash-100-ml/2432718/buy,Biotique,Unisex Bio Honey Gel Refreshing Foaming Face Wash 100 ml,₹ 69,All,"hydration,softening and smoothening,deep nourishment"
325,cleanser,https://www.myntra.com/face-wash-and-cleanser/garnier/garnier-bright-complete-vitamin-c-brightening-facewash-100-gm/13838826/buy,Garnier,Bright Complete Vitamin C Brightening Facewash 100 gm,₹ 152,All,"dull skin,daily use,"
326,cleanser,https://www.myntra.com/face-wash-and-cleanser/mamaearth/mamaearth-vitamin-c-face-wash-with-turmeric-for-skin-illumination-250ml/13028260/buy,Mamaearth,Vitamin C Face Wash with Turmeric for Skin Illumination 250ml,₹ 359,Oily,"acne or blemishes,,"
327,cleanser,https://www.myntra.com/face-wash-and-cleanser/biotique/biotique-bio-papaya-visibly-ageless-sustainable-face-wash-200-ml/9314865/buy,Biotique,Bio Papaya Visibly Ageless Sustainable Face Wash 200 ml,₹ 162,All,"general care,dull skin,uneven skin tone"
328,cleanser,https://www.myntra.com/face-wash-and-cleanser/the-body-shop/the-body-shop-vitamin-e-sustainable-gentle-face-wash-for-all-skin-types-125-ml/1677293/buy,THE BODY SHOP,Vitamin E Sustainable Gentle Face Wash for All Skin Types 125 ml,₹ 633,All,"hydration,acne or blemishes,"
329,cleanser,https://www.myntra.com/face-wash-and-cleanser/the-body-shop/the-body-shop-vitamin-e-sustainable-gentle-face-wash-for-all-skin-types-125-ml/1677293/buy,THE BODY SHOP,Vitamin E Sustainable Gentle Face Wash for All Skin Types 125 ml,₹ 633,All,"hydration,acne or blemishes,"
330,cleanser,https://www.myntra.com/face-wash-and-cleanser/neutrogena/neutrogena-deep-clean-facial-cleanser-for-normal-to-oily-skin---200-ml/2427952/buy,Neutrogena,Deep Clean Facial Cleanser for Normal to Oily Skin - 200 ml,₹ 396,Oily,"general care,excess oil,pore care"
331,cleanser,https://www.myntra.com/face-wash-and-cleanser/azani-active-care/azani-active-care-acne-clarifying-1-salicylic-acid-cleanser----100-ml/15322562/buy,Azani Active Care,Acne Clarifying 1% Salicylic Acid Cleanser - 100 ml,₹ 267,All,"acne or blemishes,excess oil,pore care"
332,cleanser,https://www.myntra.com/face-wash-and-cleanser/neutrogena/neutrogena-unisex-pack-of-2-deep-clean-facial-cleanser-50-ml/7037927/buy,Neutrogena,Unisex Pack Of 2 Deep Clean Facial Cleanser 50 ml,₹ 221,Oily,"pore care,excess oil,"
333,cleanser,https://www.myntra.com/face-wash-and-cleanser/beardo/beardo-men-turmeric-face-wash-100-g/11076100/buy,BEARDO,Men Turmeric Face Wash 100 g,₹ 157,All,"tan removal,deep nourishment,excess oil"
334,cleanser,https://www.myntra.com/face-wash-and-cleanser/ponds/ponds-pure-white-anti-pollution-activated-charcoal-face-wash-200-gm/4452075/buy,Ponds,Pond's Pure White Anti Pollution Activated Charcoal Face Wash 200 gm,₹ 285,Normal,"general care,,"
335,cleanser,https://www.myntra.com/face-wash-and-cleanser/loreal/loreal-paris-revitalift-hyaluronic-acid-hydrating-gel-cleanser-50-ml-/14855372/buy,LOreal,Paris Revitalift Hyaluronic Acid Hydrating Gel Cleanser 50 ml,₹ 140,All,"hydration,daily use,"
336,cleanser,https://www.myntra.com/face-wash-and-cleanser/himalaya/himalaya-tan-removal-orange-face-wash-with-honey--papaya-100-ml/6628428/buy,Himalaya,Tan Removal Orange Face Wash with Honey & Papaya 100 ml,₹ 104,Normal,"tan removal,uneven skin tone,daily use"
337,cleanser,https://www.myntra.com/face-wash-and-cleanser/havintha/havintha-natural-orange-peel-powder-227-g-/15386562/buy,Havintha,Natural Orange Peel Powder 227 g,₹ 299,Normal,"lightening,general care,pore care"
338,cleanser,https://www.myntra.com/face-wash-and-cleanser/nivea/nivea-men-oil-control-face-wash-with-whitening-effect---100-ml/9686501/buy,Nivea,Men Oil Control Face Wash with Whitening Effect - 100 ml,₹ 139,Oily,"excess oil,dull skin,daily use"
339,cleanser,https://www.myntra.com/face-wash-and-cleanser/loreal/loreal-paris-men-hydra-power-water-power-duo-foam-face-wash-100-g/1546353/buy,LOreal,Paris Men Hydra Power Water Power Duo Foam Face Wash 100 g,₹ 324,Dry,"daily use,hydration,dull skin"
340,cleanser,https://www.myntra.com/face-wash-and-cleanser/biotique/biotique-bio-papaya-visibly-ageless-exfoliating-sustainable-face-wash-150-ml/1919964/buy,Biotique,Bio Papaya Visibly Ageless Exfoliating Sustainable Face Wash 150 ml,₹ 93,All,"general care,dull skin,uneven skin tone"
341,cleanser,https://www.myntra.com/face-wash-and-cleanser/beardo/beardo-men-ultraglow-all-in-1-face-wash---100-ml/11218188/buy,BEARDO,Men Ultraglow All-in-1 Face Wash - 100 ml,₹ 238,All,"general care,excess oil,anti-pollution"
342,cleanser,https://www.myntra.com/face-wash-and-cleanser/good-vibes/good-vibes-papaya-brightening-face-wash-120-ml/15722208/buy,Good Vibes,Papaya Brightening Face Wash 120 ml,₹ 184,All,"hydration,softening and smoothening,daily use"
343,cleanser,https://www.myntra.com/face-wash-and-cleanser/biotique/biotique-bio-pineapple-oil-balancing-sustainable-face-wash-100-ml/2432722/buy,Biotique,Bio Pineapple Oil Balancing Sustainable Face Wash 100 ml,₹ 72,Oily,"excess oil,acne or blemishes,excess oil"
